Cluster_Rep.ID	Member_ID
Seq_1740455	Seq_1740448,Seq_1740449,Seq_1740452,Seq_1740472,Seq_1740473,Seq_1740476,Seq_1740479,Seq_1740514,Seq_1740516,Seq_1740519,Seq_1740522
Seq_1295077	Seq_1295072,Seq_1295087,Seq_1295091,Seq_1295120,Seq_1295125,Seq_1295139,Seq_1295141,Seq_1295147,Seq_1295158,Seq_1295159,Seq_1295160
Seq_920766	Seq_920765,Seq_920778,Seq_920779,Seq_920781,Seq_920784,Seq_920785,Seq_920786,Seq_920867,Seq_920871,Seq_920872
Seq_662282	Seq_662279,Seq_662289,Seq_662290,Seq_662295,Seq_662296,Seq_662299,Seq_662385,Seq_662419,Seq_662438,Seq_662493
Seq_1176422	Seq_1176441,Seq_1176464,Seq_1176470,Seq_1176471,Seq_1176497,Seq_1176503,Seq_1176510,Seq_1176533,Seq_1176545,Seq_1177144
Seq_253998	Seq_253988,Seq_253991,Seq_253994,Seq_253996,Seq_254057,Seq_254060,Seq_254063,Seq_254090,Seq_254092,Seq_254109
Seq_352635	Seq_353006,Seq_353009,Seq_353012,Seq_353036,Seq_353039,Seq_353042,Seq_353082,Seq_353083,Seq_353086,Seq_353089
Seq_991072	Seq_991095,Seq_991098,Seq_991101,Seq_991104,Seq_991130,Seq_991133,Seq_991136,Seq_991139,Seq_991142,Seq_991188
Seq_443621	Seq_443613,Seq_443614,Seq_443616,Seq_443618,Seq_443643,Seq_443644,Seq_443658,Seq_443661,Seq_443663,Seq_443665
Seq_497905	Seq_497913,Seq_497914,Seq_497917,Seq_497920,Seq_497923,Seq_497925,Seq_497944,Seq_497947,Seq_497950,Seq_497952
Seq_61740	Seq_61739,Seq_61770,Seq_61773,Seq_61778,Seq_61779,Seq_61807,Seq_61810,Seq_61813,Seq_61818,Seq_61853
Seq_369922	Seq_369949,Seq_369953,Seq_369955,Seq_369956,Seq_369957,Seq_369983,Seq_370031,Seq_370040,Seq_370042,Seq_370086
Seq_95486	Seq_95476,Seq_95479,Seq_95512,Seq_95514,Seq_95522,Seq_95552,Seq_95559,Seq_95567,Seq_95573,Seq_95576
Seq_504033	Seq_504024,Seq_504027,Seq_504029,Seq_504047,Seq_504050,Seq_504053,Seq_504089,Seq_504092,Seq_504095,Seq_504098
Seq_591903	Seq_591886,Seq_591891,Seq_591894,Seq_591897,Seq_591900,Seq_591945,Seq_591948,Seq_591951,Seq_591954,Seq_591989
Seq_472678	Seq_472672,Seq_472673,Seq_472697,Seq_472702,Seq_472723,Seq_472728,Seq_1747525,Seq_1747528,Seq_1747531,Seq_1747534
Seq_747262	Seq_747248,Seq_747251,Seq_747254,Seq_747257,Seq_747260,Seq_747297,Seq_747302,Seq_747304,Seq_747307,Seq_747310
Seq_869722	Seq_869720,Seq_869735,Seq_869737,Seq_869738,Seq_869769,Seq_869772,Seq_869774,Seq_869809,Seq_869811,Seq_869814
Seq_1648890	Seq_1648881,Seq_1648884,Seq_1648887,Seq_1648943,Seq_1648946,Seq_1648949,Seq_1648952,Seq_1649003,Seq_1649006,Seq_1649009
Seq_748619	Seq_748616,Seq_748618,Seq_748642,Seq_748645,Seq_748647,Seq_748648,Seq_748671,Seq_748676,Seq_748678,Seq_748679
Seq_832686	Seq_832682,Seq_832684,Seq_832695,Seq_832696,Seq_832698,Seq_832723,Seq_832726,Seq_832728,Seq_832730,Seq_832732
Seq_536306	Seq_536299,Seq_536301,Seq_536410,Seq_536422,Seq_536425,Seq_536636,Seq_536639,Seq_536862,Seq_538023
Seq_1653230	Seq_1652697,Seq_1652698,Seq_1652700,Seq_1652702,Seq_1652753,Seq_1652755,Seq_1652758,Seq_1652759,Seq_1653312
Seq_514243	Seq_514241,Seq_514253,Seq_514254,Seq_514255,Seq_514290,Seq_514291,Seq_514298,Seq_514300,Seq_514303
Seq_521458	Seq_521445,Seq_521448,Seq_521451,Seq_521454,Seq_521493,Seq_521497,Seq_521500,Seq_521503,Seq_521511
Seq_384709	Seq_384708,Seq_384714,Seq_384717,Seq_384719,Seq_384745,Seq_384748,Seq_384751,Seq_384754,Seq_384759
Seq_109441	Seq_109436,Seq_109439,Seq_109461,Seq_109463,Seq_109465,Seq_109478,Seq_109479,Seq_109482,Seq_109484
Seq_1611609	Seq_1611603,Seq_1611605,Seq_1611617,Seq_1611618,Seq_1611620,Seq_1611622,Seq_1611663,Seq_1611664,Seq_1611669
Seq_1168285	Seq_1168312,Seq_1168323,Seq_1168326,Seq_1168377,Seq_1168782,Seq_1168787,Seq_1168808,Seq_1168813,Seq_1168842
Seq_473552	Seq_473530,Seq_473657,Seq_473718,Seq_473730,Seq_473751,Seq_473762,Seq_473840,Seq_473844,Seq_473851
Seq_805786	Seq_805785,Seq_805815,Seq_805824,Seq_805870,Seq_805893,Seq_805896,Seq_805899,Seq_805930,Seq_805939
Seq_1221567	Seq_1220893,Seq_1220929,Seq_1220974,Seq_1221047,Seq_1221135,Seq_1221179,Seq_1221218,Seq_1221221,Seq_1221251
Seq_299162	Seq_299175,Seq_299207,Seq_299222,Seq_299229,Seq_299232,Seq_299256,Seq_299261,Seq_299264,Seq_299292
Seq_386557	Seq_386090,Seq_386278,Seq_386528,Seq_386533,Seq_386536,Seq_386539,Seq_386542,Seq_386551,Seq_386554
Seq_459796	Seq_459812,Seq_459833,Seq_459836,Seq_459839,Seq_459842,Seq_459878,Seq_459880,Seq_459881,Seq_459886
Seq_31580	Seq_31575,Seq_31577,Seq_31592,Seq_31637,Seq_31665,Seq_32271,Seq_32273,Seq_32278,Seq_32283
Seq_564547	Seq_564542,Seq_564574,Seq_564577,Seq_564580,Seq_564581,Seq_564609,Seq_564612,Seq_564615,Seq_564617
Seq_656357	Seq_656355,Seq_656369,Seq_656372,Seq_656385,Seq_656388,Seq_656407,Seq_656408,Seq_656411,Seq_656521
Seq_25886	Seq_25881,Seq_25883,Seq_25891,Seq_25893,Seq_25917,Seq_25918,Seq_25921,Seq_25924,Seq_25927
Seq_272436	Seq_272430,Seq_272433,Seq_272450,Seq_272455,Seq_272489,Seq_272492,Seq_272494,Seq_272497,Seq_272500
Seq_545024	Seq_545012,Seq_545017,Seq_545021,Seq_545047,Seq_545051,Seq_545054,Seq_545055,Seq_545058,Seq_545083
Seq_546437	Seq_546433,Seq_546435,Seq_546446,Seq_546448,Seq_546451,Seq_546480,Seq_546484,Seq_546487,Seq_546490
Seq_729138	Seq_729142,Seq_729143,Seq_729144,Seq_729162,Seq_729165,Seq_729167,Seq_729195,Seq_729199,Seq_729202
Seq_1041948	Seq_1041945,Seq_1041962,Seq_1041965,Seq_1041968,Seq_1041971,Seq_1042000,Seq_1042003,Seq_1042006,Seq_1042009
Seq_1148918	Seq_1148913,Seq_1148916,Seq_1148924,Seq_1148926,Seq_1148927,Seq_1148957,Seq_1148961,Seq_1148964,Seq_1148966
Seq_1351284	Seq_1351277,Seq_1351282,Seq_1351296,Seq_1351300,Seq_1351302,Seq_1351349,Seq_1351351,Seq_1351355,Seq_1351356
Seq_253749	Seq_253743,Seq_253746,Seq_253774,Seq_253777,Seq_253780,Seq_253809,Seq_253811,Seq_253814,Seq_253817
Seq_1194367	Seq_1194363,Seq_1194364,Seq_1194386,Seq_1194387,Seq_1194389,Seq_1194408,Seq_1194411,Seq_1194412,Seq_1194415
Seq_1015450	Seq_1015446,Seq_1015447,Seq_1015463,Seq_1015466,Seq_1015491,Seq_1015494,Seq_1015497,Seq_1015654,Seq_1015658
Seq_1729661	Seq_1729478,Seq_1729482,Seq_1729651,Seq_1729654,Seq_1729656,Seq_1729657,Seq_1729687,Seq_1729688
Seq_1641057	Seq_1641061,Seq_1641063,Seq_1641152,Seq_1641153,Seq_1641157,Seq_1641160,Seq_1641168,Seq_1641203
Seq_376408	Seq_376407,Seq_376445,Seq_376452,Seq_376460,Seq_376473,Seq_376508,Seq_376513,Seq_376514
Seq_118486	Seq_118484,Seq_118485,Seq_118536,Seq_118538,Seq_118539,Seq_118614,Seq_118615,Seq_118616
Seq_1073775	Seq_1073772,Seq_1073773,Seq_1073780,Seq_1073781,Seq_1073782,Seq_1073790,Seq_1073971,Seq_1073982
Seq_1041496	Seq_1041493,Seq_1041495,Seq_1041543,Seq_1041544,Seq_1041578,Seq_1041580,Seq_1041582,Seq_1041598
Seq_1456206	Seq_1456204,Seq_1456212,Seq_1456213,Seq_1456215,Seq_1456229,Seq_1456246,Seq_1456247,Seq_1456249
Seq_679988	Seq_679982,Seq_679984,Seq_679991,Seq_679996,Seq_679997,Seq_680039,Seq_680054,Seq_680055
Seq_1176036	Seq_1176035,Seq_1176117,Seq_1176119,Seq_1176121,Seq_1176127,Seq_1176149,Seq_1176150,Seq_1176152
Seq_1544898	Seq_1544896,Seq_1544908,Seq_1544911,Seq_1544931,Seq_1544934,Seq_1544957,Seq_1544960,Seq_1544963
Seq_677635	Seq_677626,Seq_677627,Seq_677628,Seq_677630,Seq_677633,Seq_678084,Seq_678099,Seq_678100
Seq_1546794	Seq_1546783,Seq_1546790,Seq_1546791,Seq_1546925,Seq_1546928,Seq_1546935,Seq_1546954,Seq_1546969
Seq_231141	Seq_231087,Seq_231088,Seq_231091,Seq_231093,Seq_231142,Seq_231144,Seq_231147,Seq_231151
Seq_1414645	Seq_1414640,Seq_1414643,Seq_1414649,Seq_1414652,Seq_1414672,Seq_1414689,Seq_1414691,Seq_1414692
Seq_1510362	Seq_1510359,Seq_1510409,Seq_1510450,Seq_1510457,Seq_1510459,Seq_1510461,Seq_1510464,Seq_1510467
Seq_1657941	Seq_1657933,Seq_1657939,Seq_1657953,Seq_1657960,Seq_1657961,Seq_1658013,Seq_1658020,Seq_1658026
Seq_1356696	Seq_1356691,Seq_1356693,Seq_1356695,Seq_1356709,Seq_1356729,Seq_1356731,Seq_1356732,Seq_1356734
Seq_991174	Seq_991159,Seq_991162,Seq_991165,Seq_991168,Seq_991171,Seq_991182,Seq_991193,Seq_991196
Seq_31829	Seq_31826,Seq_31852,Seq_31855,Seq_31859,Seq_31872,Seq_31874,Seq_31877,Seq_31879
Seq_976228	Seq_976219,Seq_976223,Seq_976224,Seq_976225,Seq_976256,Seq_976260,Seq_976261,Seq_976265
Seq_1606591	Seq_1606297,Seq_1606323,Seq_1606324,Seq_1606327,Seq_1606330,Seq_1606332,Seq_1606361,Seq_1606364
Seq_164501	Seq_164497,Seq_164525,Seq_164528,Seq_164532,Seq_164566,Seq_164568,Seq_164571,Seq_164579
Seq_282649	Seq_282643,Seq_282646,Seq_282669,Seq_282670,Seq_282676,Seq_282718,Seq_282725,Seq_282741
Seq_531499	Seq_531514,Seq_531561,Seq_531564,Seq_531567,Seq_531570,Seq_531573,Seq_531614,Seq_531617
Seq_1544923	Seq_1544914,Seq_1544918,Seq_1544921,Seq_1544937,Seq_1544940,Seq_1544943,Seq_1544944,Seq_1544946
Seq_661961	Seq_661955,Seq_661957,Seq_661958,Seq_661982,Seq_661986,Seq_661989,Seq_662023,Seq_662029
Seq_1078063	Seq_1078060,Seq_1078067,Seq_1078087,Seq_1078111,Seq_1078114,Seq_1078140,Seq_1078143,Seq_1078164
Seq_503984	Seq_503980,Seq_504015,Seq_504020,Seq_504045,Seq_504078,Seq_504081,Seq_504084,Seq_504111
Seq_471685	Seq_471702,Seq_471705,Seq_471708,Seq_471726,Seq_471729,Seq_471732,Seq_471735,Seq_471845
Seq_991086	Seq_991083,Seq_991084,Seq_991094,Seq_991117,Seq_991118,Seq_991121,Seq_991123,Seq_991126
Seq_80363	Seq_80354,Seq_80357,Seq_80360,Seq_80381,Seq_80384,Seq_80387,Seq_80390,Seq_80429
Seq_128014	Seq_127840,Seq_127843,Seq_127846,Seq_127849,Seq_127852,Seq_128006,Seq_128009,Seq_128012
Seq_210155	Seq_210150,Seq_210152,Seq_210177,Seq_210180,Seq_210183,Seq_210186,Seq_210228,Seq_210232
Seq_263189	Seq_263181,Seq_263184,Seq_263187,Seq_263210,Seq_263213,Seq_263216,Seq_263242,Seq_263245
Seq_764630	Seq_764625,Seq_764627,Seq_764640,Seq_764642,Seq_764672,Seq_764674,Seq_764676,Seq_764677
Seq_1273726	Seq_1273520,Seq_1273568,Seq_1273571,Seq_1273572,Seq_1273732,Seq_1273740,Seq_1273750,Seq_1273752
Seq_1142538	Seq_1142537,Seq_1142556,Seq_1142559,Seq_1142584,Seq_1142587,Seq_1142612,Seq_1142615,Seq_1142618
Seq_699156	Seq_699153,Seq_699155,Seq_699215,Seq_699218,Seq_699220,Seq_699555,Seq_699665
Seq_1739791	Seq_1739790,Seq_1739822,Seq_1739824,Seq_1739879,Seq_1739880,Seq_1740020,Seq_1740021
Seq_191824	Seq_191822,Seq_191823,Seq_191825,Seq_191827,Seq_191842,Seq_191843,Seq_191886
Seq_329682	Seq_329678,Seq_329680,Seq_329684,Seq_329687,Seq_329688,Seq_329710,Seq_329711
Seq_149523	Seq_149519,Seq_149520,Seq_149545,Seq_149546,Seq_149612,Seq_149644,Seq_1723814
Seq_975181	Seq_974956,Seq_974957,Seq_975129,Seq_975130,Seq_975142,Seq_975144,Seq_975178
Seq_621429	Seq_621427,Seq_621524,Seq_621526,Seq_621529,Seq_621531,Seq_621580,Seq_621721
Seq_1152697	Seq_1152685,Seq_1152688,Seq_1152691,Seq_1152694,Seq_1152695,Seq_1152722,Seq_1152732
Seq_96435	Seq_96432,Seq_96434,Seq_96437,Seq_96438,Seq_96439,Seq_96440,Seq_96441
Seq_26001	Seq_26000,Seq_26113,Seq_26138,Seq_26140,Seq_26142,Seq_26144,Seq_26176
Seq_1644444	Seq_1644437,Seq_1644438,Seq_1644441,Seq_1644453,Seq_1644457,Seq_1644459,Seq_1645443
Seq_1322875	Seq_1322872,Seq_1322873,Seq_1322882,Seq_1322883,Seq_1322903,Seq_1322905,Seq_1322907
Seq_962927	Seq_962924,Seq_963029,Seq_963032,Seq_963091,Seq_963112,Seq_963183,Seq_963586
Seq_1465172	Seq_1465056,Seq_1465170,Seq_1465171,Seq_1465202,Seq_1465205,Seq_1465207,Seq_1465537
Seq_1729576	Seq_1729573,Seq_1729574,Seq_1729590,Seq_1729591,Seq_1729607,Seq_1729609,Seq_1729610
Seq_80314	Seq_80312,Seq_80324,Seq_80325,Seq_80399,Seq_80402,Seq_80405,Seq_80408
Seq_1042321	Seq_1042369,Seq_1042387,Seq_1042407,Seq_1042461,Seq_1042500,Seq_1042503,Seq_1042506
Seq_1238749	Seq_1238740,Seq_1238743,Seq_1238745,Seq_1238747,Seq_1238754,Seq_1238759,Seq_1238760
Seq_1714159	Seq_1714155,Seq_1714156,Seq_1714224,Seq_1714227,Seq_1714231,Seq_1714253,Seq_1714255
Seq_1444816	Seq_1444812,Seq_1444825,Seq_1444833,Seq_1444836,Seq_1444862,Seq_1444864,Seq_1444873
Seq_1563779	Seq_1563928,Seq_1564035,Seq_1564036,Seq_1564037,Seq_1564075,Seq_1564076,Seq_1564077
Seq_592108	Seq_592107,Seq_592205,Seq_592206,Seq_592245,Seq_592396,Seq_592398,Seq_592504
Seq_833191	Seq_833184,Seq_833187,Seq_833224,Seq_833273,Seq_833279,Seq_833282,Seq_833286
Seq_1244061	Seq_1244109,Seq_1244110,Seq_1244119,Seq_1244121,Seq_1244124,Seq_1244127,Seq_1244129
Seq_531395	Seq_531384,Seq_531387,Seq_531390,Seq_531393,Seq_531432,Seq_531436,Seq_531439
Seq_532731	Seq_532724,Seq_532727,Seq_532730,Seq_532759,Seq_532762,Seq_532765,Seq_532766
Seq_947361	Seq_947390,Seq_947423,Seq_947426,Seq_947468,Seq_947471,Seq_947474,Seq_947477
Seq_1123214	Seq_1123209,Seq_1123211,Seq_1123223,Seq_1123226,Seq_1123229,Seq_1123259,Seq_1123265
Seq_1604735	Seq_1604744,Seq_1604778,Seq_1604784,Seq_1604817,Seq_1604856,Seq_1604858,Seq_1604861
Seq_66787	Seq_66784,Seq_66798,Seq_66801,Seq_66805,Seq_66826,Seq_66831,Seq_66835
Seq_149583	Seq_149578,Seq_149579,Seq_149581,Seq_149593,Seq_149596,Seq_149598,Seq_149600
Seq_236838	Seq_236835,Seq_236854,Seq_236857,Seq_236909,Seq_236912,Seq_236915,Seq_236963
Seq_239402	Seq_239400,Seq_239436,Seq_239462,Seq_239465,Seq_239494,Seq_239498,Seq_239500
Seq_633426	Seq_633422,Seq_633454,Seq_633456,Seq_633462,Seq_633508,Seq_633513,Seq_633517
Seq_1266074	Seq_1265813,Seq_1265823,Seq_1265826,Seq_1266051,Seq_1266060,Seq_1266072,Seq_1266084
Seq_102915	Seq_102889,Seq_102899,Seq_102901,Seq_102903,Seq_102906,Seq_102909,Seq_102912
Seq_564531	Seq_564561,Seq_564564,Seq_564594,Seq_564597,Seq_564634,Seq_564637,Seq_564640
Seq_705257	Seq_705254,Seq_705270,Seq_705271,Seq_705301,Seq_705303,Seq_705306,Seq_705309
Seq_1277342	Seq_1277334,Seq_1277337,Seq_1277340,Seq_1277374,Seq_1277378,Seq_1277381,Seq_1277383
Seq_392909	Seq_392908,Seq_392962,Seq_392965,Seq_392968,Seq_393057,Seq_393058
Seq_308137	Seq_308136,Seq_308198,Seq_308200,Seq_308211,Seq_308212,Seq_308215
Seq_1109713	Seq_1109712,Seq_1109896,Seq_1109923,Seq_1109924,Seq_1109929,Seq_1109930
Seq_1610816	Seq_1610813,Seq_1610815,Seq_1611008,Seq_1611240,Seq_1611241,Seq_1611358
Seq_226180	Seq_226179,Seq_226315,Seq_226317,Seq_226326,Seq_226328,Seq_226333
Seq_595525	Seq_595539,Seq_595553,Seq_595555,Seq_595558,Seq_595561,Seq_595565
Seq_1054780	Seq_1054779,Seq_1054796,Seq_1054837,Seq_1054839,Seq_1054840,Seq_1054843
Seq_567497	Seq_567397,Seq_567398,Seq_567431,Seq_567491,Seq_567495,Seq_567505
Seq_1637353	Seq_1637334,Seq_1637338,Seq_1637351,Seq_1637377,Seq_1637379,Seq_1637384
Seq_202702	Seq_202698,Seq_202701,Seq_202705,Seq_202706,Seq_202714,Seq_202715
Seq_866950	Seq_866948,Seq_866959,Seq_866977,Seq_867022,Seq_867025,Seq_867035
Seq_896983	Seq_896980,Seq_896982,Seq_896999,Seq_897000,Seq_897015,Seq_897017
Seq_309105	Seq_309103,Seq_309150,Seq_309165,Seq_309167,Seq_309177,Seq_309181
Seq_1173327	Seq_1173322,Seq_1173325,Seq_1173329,Seq_1173332,Seq_1173335,Seq_1173346
Seq_1391071	Seq_1391068,Seq_1391081,Seq_1391083,Seq_1391128,Seq_1391129,Seq_1391131
Seq_107818	Seq_107808,Seq_107811,Seq_107833,Seq_107836,Seq_107843,Seq_107866
Seq_647608	Seq_647593,Seq_647595,Seq_647597,Seq_647600,Seq_647603,Seq_647642
Seq_196033	Seq_196032,Seq_1733081,Seq_1733087,Seq_1733090,Seq_1733093,Seq_1733098
Seq_76953	Seq_76656,Seq_76698,Seq_76944,Seq_76946,Seq_76961,Seq_76970
Seq_109147	Seq_109142,Seq_109145,Seq_109250,Seq_109253,Seq_109342,Seq_109345
Seq_282639	Seq_282635,Seq_282662,Seq_282693,Seq_282696,Seq_282699,Seq_282728
Seq_1103029	Seq_1103031,Seq_1103069,Seq_1103073,Seq_1103096,Seq_1103100,Seq_1103123
Seq_656449	Seq_656438,Seq_656440,Seq_656443,Seq_656446,Seq_656448,Seq_656529
Seq_775929	Seq_775921,Seq_775922,Seq_775926,Seq_775948,Seq_775951,Seq_775954
Seq_900635	Seq_900627,Seq_900629,Seq_900632,Seq_900633,Seq_900649,Seq_900653
Seq_1696991	Seq_1696987,Seq_1696989,Seq_1697012,Seq_1697014,Seq_1697029,Seq_1697030
Seq_102819	Seq_102830,Seq_102935,Seq_102939,Seq_102941,Seq_102945,Seq_102948
Seq_472648	Seq_472661,Seq_472690,Seq_472704,Seq_472707,Seq_472729,Seq_472732
Seq_1559599	Seq_1559595,Seq_1559597,Seq_1559605,Seq_1559641,Seq_1559643,Seq_1559649
Seq_1648847	Seq_1648912,Seq_1648915,Seq_1648977,Seq_1648979,Seq_1648982,Seq_1648985
Seq_210145	Seq_210189,Seq_210192,Seq_210194,Seq_210197,Seq_210200,Seq_210203
Seq_222687	Seq_222685,Seq_222734,Seq_222737,Seq_222740,Seq_222743,Seq_222771
Seq_315143	Seq_315137,Seq_315139,Seq_315171,Seq_315175,Seq_315178,Seq_315182
Seq_1086737	Seq_1086730,Seq_1086735,Seq_1086768,Seq_1086771,Seq_1086774,Seq_1086777
Seq_1188381	Seq_1188379,Seq_1188388,Seq_1188390,Seq_1188414,Seq_1188417,Seq_1188418
Seq_1575008	Seq_1575017,Seq_1575044,Seq_1575073,Seq_1575105,Seq_1575137,Seq_1575140
Seq_210172	Seq_210166,Seq_210169,Seq_210212,Seq_210217,Seq_210220,Seq_210223
Seq_511355	Seq_511349,Seq_511352,Seq_511420,Seq_511423,Seq_511426,Seq_511429
Seq_762236	Seq_762231,Seq_762232,Seq_762233,Seq_762267,Seq_762268,Seq_762269
Seq_993111	Seq_993110,Seq_993137,Seq_993138,Seq_993168,Seq_993169,Seq_993171
Seq_1053827	Seq_1053826,Seq_1053837,Seq_1053839,Seq_1053873,Seq_1053875,Seq_1053878
Seq_1142533	Seq_1142530,Seq_1142551,Seq_1142573,Seq_1142576,Seq_1142604,Seq_1142607
Seq_1142546	Seq_1142543,Seq_1142567,Seq_1142570,Seq_1142593,Seq_1142596,Seq_1142599
Seq_1635939	Seq_1635936,Seq_1635987,Seq_1636048,Seq_1636054,Seq_1636106,Seq_1636117
Seq_1648578	Seq_1648576,Seq_1648761,Seq_1648763,Seq_1648997,Seq_1648999
Seq_1650055	Seq_1650071,Seq_1650081,Seq_1650084,Seq_1650085,Seq_1663379
Seq_1492978	Seq_1492636,Seq_1492640,Seq_1492641,Seq_1492655,Seq_1493137
Seq_872561	Seq_872558,Seq_872559,Seq_872572,Seq_872573,Seq_872574
Seq_1295466	Seq_1295461,Seq_1295494,Seq_1295519,Seq_1295529,Seq_1295533
Seq_1497455	Seq_1497462,Seq_1497463,Seq_1497466,Seq_1497467,Seq_1497468
Seq_63139	Seq_63134,Seq_63144,Seq_63147,Seq_63149,Seq_63260
Seq_27566	Seq_27558,Seq_27563,Seq_27621,Seq_27622,Seq_27623
Seq_1455475	Seq_1455392,Seq_1455393,Seq_1455474,Seq_1455476,Seq_1455477
Seq_541961	Seq_541966,Seq_541969,Seq_541970,Seq_541990,Seq_541992
Seq_1405472	Seq_1405481,Seq_1405490,Seq_1405508,Seq_1405556,Seq_1405579
Seq_1327410	Seq_1327415,Seq_1327416,Seq_1327431,Seq_1327438,Seq_1327440
Seq_22445	Seq_22441,Seq_22444,Seq_22458,Seq_22460,Seq_22461
Seq_676143	Seq_676182,Seq_676184,Seq_676186,Seq_676187,Seq_676203
Seq_1073718	Seq_1073716,Seq_1073717,Seq_1073733,Seq_1073734,Seq_1073970
Seq_1430240	Seq_1430239,Seq_1430248,Seq_1430253,Seq_1430254,Seq_1430255
Seq_652492	Seq_652490,Seq_652504,Seq_652505,Seq_652514,Seq_652515
Seq_1168172	Seq_1168168,Seq_1168252,Seq_1168287,Seq_1168293,Seq_1168349
Seq_1344841	Seq_1344839,Seq_1344899,Seq_1344902,Seq_1344906,Seq_1345012
Seq_487015	Seq_487011,Seq_487087,Seq_487105,Seq_487129,Seq_487135
Seq_994596	Seq_994588,Seq_994592,Seq_994611,Seq_994619,Seq_994627
Seq_766275	Seq_766273,Seq_766286,Seq_766287,Seq_766292,Seq_766294
Seq_939451	Seq_939442,Seq_939444,Seq_939486,Seq_939490,Seq_939678
Seq_1636936	Seq_1636935,Seq_1636961,Seq_1636962,Seq_1636980,Seq_1636985
Seq_633144	Seq_633377,Seq_633446,Seq_633494,Seq_633496,Seq_633499
Seq_349882	Seq_349881,Seq_349888,Seq_349889,Seq_349913,Seq_349916
Seq_102794	Seq_102816,Seq_102922,Seq_102925,Seq_102928,Seq_102933
Seq_397723	Seq_397722,Seq_397737,Seq_397739,Seq_397762,Seq_397764
Seq_393170	Seq_393168,Seq_393175,Seq_393218,Seq_393221,Seq_393222
Seq_1575658	Seq_1575657,Seq_1575668,Seq_1575669,Seq_1575675,Seq_1575677
Seq_76806	Seq_76822,Seq_76825,Seq_76869,Seq_76871,Seq_76874
Seq_1554846	Seq_1554861,Seq_1554864,Seq_1554866,Seq_1554893,Seq_1554898
Seq_1405376	Seq_1405371,Seq_1405375,Seq_1405412,Seq_1405413,Seq_1406317
Seq_674648	Seq_674640,Seq_674643,Seq_674644,Seq_674646,Seq_674647
Seq_1606039	Seq_1606035,Seq_1606036,Seq_1606056,Seq_1606059,Seq_1606090
Seq_85903	Seq_85902,Seq_85979,Seq_85982,Seq_85984,Seq_85986
Seq_1439147	Seq_1439140,Seq_1439172,Seq_1439175,Seq_1439201,Seq_1439204
Seq_156525	Seq_156522,Seq_156549,Seq_156555,Seq_156583,Seq_156591
Seq_1086641	Seq_1086633,Seq_1086640,Seq_1086715,Seq_1086718,Seq_1086721
Seq_35847	Seq_35846,Seq_35857,Seq_35861,Seq_35862,Seq_35909
Seq_1352219	Seq_1352213,Seq_1352216,Seq_1352274,Seq_1352277,Seq_1352280
Seq_1381309	Seq_1381295,Seq_1381297,Seq_1381300,Seq_1381303,Seq_1381306
Seq_1312662	Seq_1312654,Seq_1312657,Seq_1312659,Seq_1312660,Seq_1312661
Seq_874615	Seq_874610,Seq_874612,Seq_874716,Seq_874720,Seq_874818
Seq_968790	Seq_968785,Seq_968786,Seq_968789,Seq_968800,Seq_968803
Seq_27829	Seq_27839,Seq_27849,Seq_27876,Seq_27895,Seq_27924
Seq_33655	Seq_33659,Seq_33660,Seq_33675,Seq_33676,Seq_33695
Seq_940182	Seq_940168,Seq_940172,Seq_940175,Seq_940176,Seq_940179
Seq_76629	Seq_76635,Seq_76675,Seq_76679,Seq_76709,Seq_76973
Seq_394817	Seq_394816,Seq_394834,Seq_394835,Seq_394851,Seq_394853
Seq_37312	Seq_37298,Seq_37301,Seq_37304,Seq_37307,Seq_37309
Seq_37217	Seq_37215,Seq_37231,Seq_37233,Seq_37235,Seq_37238
Seq_1304771	Seq_1304832,Seq_1304835,Seq_1304879,Seq_1304881,Seq_1304884
Seq_289572	Seq_289566,Seq_289615,Seq_289620,Seq_289641,Seq_289646
Seq_353017	Seq_353014,Seq_353044,Seq_353047,Seq_353091,Seq_353094
Seq_748614	Seq_748633,Seq_748639,Seq_748663,Seq_748669,Seq_748691
Seq_899933	Seq_900009,Seq_900104,Seq_900195,Seq_900276,Seq_900319
Seq_940136	Seq_940122,Seq_940125,Seq_940128,Seq_940131,Seq_940134
Seq_1025537	Seq_1025546,Seq_1025548,Seq_1025568,Seq_1025571,Seq_1025590
Seq_1061319	Seq_1061321,Seq_1061323,Seq_1061328,Seq_1061344,Seq_1061348
Seq_1325191	Seq_1325199,Seq_1325202,Seq_1325213,Seq_1325215,Seq_1325220
Seq_85885	Seq_85888,Seq_85920,Seq_85947,Seq_85988,Seq_85991
Seq_568991	Seq_568981,Seq_568984,Seq_568987,Seq_569021,Seq_569024
Seq_1029144	Seq_1029152,Seq_1029154,Seq_1029167,Seq_1029180,Seq_1029182
Seq_1450289	Seq_1450283,Seq_1450286,Seq_1450307,Seq_1450310,Seq_1450313
Seq_1589032	Seq_1589026,Seq_1589049,Seq_1589051,Seq_1589058,Seq_1589076
Seq_32919	Seq_32918,Seq_32947,Seq_32949,Seq_32950,Seq_1744852
Seq_76831	Seq_76828,Seq_76847,Seq_76852,Seq_76879,Seq_76884
Seq_531408	Seq_531400,Seq_531403,Seq_531441,Seq_531444,Seq_531446
Seq_756064	Seq_756061,Seq_756084,Seq_756087,Seq_756090,Seq_756093
Seq_862276	Seq_862288,Seq_862314,Seq_862317,Seq_862320,Seq_862323
