ID	Gene ID	Trans.ID
>Seq_460817	ENSG00000101577	ENST00000261596
>Seq_460870	ENSG00000101577	ENST00000261596
>Seq_460877	ENSG00000101577	ENST00000261596
>Seq_460887	ENSG00000101577	ENST00000261596
>Seq_460911	ENSG00000101577	ENST00000261596
>Seq_461003	ENSG00000101577	ENST00000261596
>Seq_461053	ENSG00000101577	ENST00000261596
>Seq_461060	ENSG00000101577	ENST00000261596
>Seq_461109	ENSG00000101596	ENST00000320876
>Seq_461128	ENSG00000101596	ENST00000320876
>Seq_461143	ENSG00000101596	ENST00000320876
>Seq_461154	ENSG00000101596	ENST00000320876
>Seq_461181	ENSG00000101596	ENST00000320876
>Seq_461197	ENSG00000101596	ENST00000320876
>Seq_461336	ENSG00000101608	ENST00000217652
>Seq_461346	ENSG00000101608	ENST00000217652
>Seq_461431	ENSG00000101624	ENST00000262127
>Seq_461447	ENSG00000101639	ENST00000325971
>Seq_461478	ENSG00000101639	ENST00000325971
>Seq_461504	ENSG00000101639	ENST00000325971
>Seq_461522	ENSG00000101639	ENST00000325971
>Seq_461524	ENSG00000101639	ENST00000325971
>Seq_461539	ENSG00000101639	ENST00000325971
>Seq_461557	ENSG00000101639	ENST00000325971
>Seq_461572	ENSG00000101639	ENST00000325971
>Seq_461581	ENSG00000101639	ENST00000325971
>Seq_461610	ENSG00000101639	ENST00000325971
>Seq_461620	ENSG00000101639	ENST00000325971
>Seq_461669	ENSG00000101639	ENST00000325971
>Seq_461673	ENSG00000101639	ENST00000325971
>Seq_461678	ENSG00000101639	ENST00000513432
>Seq_461683	ENSG00000101654	ENST00000262173
>Seq_461702	ENSG00000101654	ENST00000262173
>Seq_461848	ENSG00000101654	ENST00000262173
>Seq_461920	ENSG00000101654	ENST00000262173
>Seq_462091	ENSG00000101665	ENST00000262158
>Seq_462106	ENSG00000101665	ENST00000262158
>Seq_462117	ENSG00000101665	ENST00000262158
>Seq_462148	ENSG00000101665	ENST00000585986
>Seq_462170	ENSG00000101680	ENST00000389658
>Seq_462175	ENSG00000101680	ENST00000389658
>Seq_462178	ENSG00000101680	ENST00000389658
>Seq_462186	ENSG00000101680	ENST00000389658
>Seq_462190	ENSG00000101680	ENST00000389658
>Seq_462198	ENSG00000101680	ENST00000389658
>Seq_462202	ENSG00000101680	ENST00000389658
>Seq_462230	ENSG00000101695	ENST00000583814
>Seq_462245	ENSG00000101745	ENST00000262126
>Seq_462254	ENSG00000101745	ENST00000262126
>Seq_462257	ENSG00000101745	ENST00000262126
>Seq_462263	ENSG00000101745	ENST00000262126
>Seq_462276	ENSG00000101745	ENST00000262126
>Seq_462329	ENSG00000101745	ENST00000262126
>Seq_462344	ENSG00000101745	ENST00000262126
>Seq_462375	ENSG00000101745	ENST00000262126
>Seq_462381	ENSG00000101745	ENST00000262126
>Seq_462397	ENSG00000101745	ENST00000262126
>Seq_462407	ENSG00000101745	ENST00000262126
>Seq_462424	ENSG00000101745	ENST00000262126
>Seq_462500	ENSG00000101751	ENST00000577612
>Seq_462518	ENSG00000101752	ENST00000261537
>Seq_462531	ENSG00000101752	ENST00000261537
>Seq_462563	ENSG00000101752	ENST00000261537
>Seq_462577	ENSG00000101752	ENST00000261537
>Seq_462603	ENSG00000101752	ENST00000261537
>Seq_462690	ENSG00000101752	ENST00000261537
>Seq_462717	ENSG00000101752	ENST00000261537
>Seq_462761	ENSG00000101752	ENST00000261537
>Seq_462774	ENSG00000101752	ENST00000261537
>Seq_462786	ENSG00000101752	ENST00000261537
>Seq_462797	ENSG00000101752	ENST00000261537
>Seq_462810	ENSG00000101752	ENST00000261537
>Seq_462986	ENSG00000101773	ENST00000327155
>Seq_463009	ENSG00000101773	ENST00000327155
>Seq_463050	ENSG00000101773	ENST00000583057
>Seq_463064	ENSG00000101782	ENST00000339486
>Seq_463071	ENSG00000101782	ENST00000339486
>Seq_463074	ENSG00000101782	ENST00000339486
>Seq_463158	ENSG00000101782	ENST00000581585
>Seq_463173	ENSG00000101811	ENST00000372972
>Seq_463190	ENSG00000101811	ENST00000372972
>Seq_463205	ENSG00000101811	ENST00000372972
>Seq_463206	ENSG00000101811	ENST00000372972
>Seq_463210	ENSG00000101811	ENST00000372972
>Seq_463214	ENSG00000101811	ENST00000372972
>Seq_463225	ENSG00000101811	ENST00000372972
>Seq_463233	ENSG00000101811	ENST00000372972
>Seq_463245	ENSG00000101811	ENST00000372972
>Seq_463257	ENSG00000101811	ENST00000372972
>Seq_463261	ENSG00000101811	ENST00000372972
>Seq_463266	ENSG00000101811	ENST00000372972
>Seq_463270	ENSG00000101811	ENST00000372972
>Seq_463303	ENSG00000101825	ENST00000217939
>Seq_463310	ENSG00000101825	ENST00000217939
>Seq_463364	ENSG00000101825	ENST00000217939
>Seq_463386	ENSG00000101825	ENST00000217939
>Seq_463463	ENSG00000101825	ENST00000217939
>Seq_463474	ENSG00000101825	ENST00000217939
>Seq_463483	ENSG00000101825	ENST00000217939
>Seq_463494	ENSG00000101825	ENST00000217939
>Seq_463518	ENSG00000101825	ENST00000217939
>Seq_463569	ENSG00000101825	ENST00000217939
>Seq_463608	ENSG00000101825	ENST00000217939
>Seq_463627	ENSG00000101825	ENST00000217939
>Seq_463649	ENSG00000101825	ENST00000217939
>Seq_463681	ENSG00000101825	ENST00000217939
>Seq_463721	ENSG00000101825	ENST00000217939
>Seq_463729	ENSG00000101825	ENST00000217939
>Seq_463782	ENSG00000101825	ENST00000217939
>Seq_463789	ENSG00000101825	ENST00000217939
>Seq_463794	ENSG00000101825	ENST00000217939
>Seq_463796	ENSG00000101825	ENST00000217939
>Seq_463818	ENSG00000101825	ENST00000217939
>Seq_463832	ENSG00000101825	ENST00000217939
>Seq_463845	ENSG00000101825	ENST00000217939
>Seq_463883	ENSG00000101825	ENST00000217939
>Seq_463951	ENSG00000101843	ENST00000217958
>Seq_463994	ENSG00000101843	ENST00000217958
>Seq_464014	ENSG00000101843	ENST00000217958
>Seq_464073	ENSG00000101843	ENST00000217958
>Seq_464136	ENSG00000101843	ENST00000361815
>Seq_464145	ENSG00000101843	ENST00000372295
>Seq_464151	ENSG00000101843	ENST00000553388
>Seq_464217	ENSG00000101844	ENST00000345734
>Seq_464223	ENSG00000101844	ENST00000345734
>Seq_464264	ENSG00000101844	ENST00000372246
>Seq_464270	ENSG00000101846	ENST00000217961
>Seq_464300	ENSG00000101846	ENST00000217961
>Seq_464307	ENSG00000101846	ENST00000217961
>Seq_464325	ENSG00000101846	ENST00000217961
>Seq_464389	ENSG00000101849	ENST00000217964
>Seq_464408	ENSG00000101849	ENST00000217964
>Seq_464428	ENSG00000101849	ENST00000217964
>Seq_464445	ENSG00000101849	ENST00000217964
>Seq_464454	ENSG00000101849	ENST00000217964
>Seq_464459	ENSG00000101849	ENST00000217964
>Seq_464462	ENSG00000101849	ENST00000217964
>Seq_464522	ENSG00000101849	ENST00000217964
>Seq_464608	ENSG00000101849	ENST00000217964
>Seq_464612	ENSG00000101850	ENST00000447366
>Seq_464640	ENSG00000101856	ENST00000217971
>Seq_464645	ENSG00000101856	ENST00000217971
>Seq_464718	ENSG00000101856	ENST00000217971
>Seq_464890	ENSG00000101856	ENST00000217971
>Seq_465003	ENSG00000101856	ENST00000217971
>Seq_465188	ENSG00000101868	ENST00000379059
>Seq_465228	ENSG00000101868	ENST00000379059
>Seq_465239	ENSG00000101868	ENST00000379059
>Seq_465277	ENSG00000101868	ENST00000379059
>Seq_465314	ENSG00000101868	ENST00000379059
>Seq_465355	ENSG00000101868	ENST00000379059
>Seq_465393	ENSG00000101868	ENST00000379059
>Seq_465419	ENSG00000101868	ENST00000379059
>Seq_465469	ENSG00000101868	ENST00000379059
>Seq_465524	ENSG00000101868	ENST00000379068
>Seq_465542	ENSG00000101868	ENST00000379068
>Seq_465595	ENSG00000101868	ENST00000480125
>Seq_465639	ENSG00000101871	ENST00000317552
>Seq_465655	ENSG00000101871	ENST00000317552
>Seq_465679	ENSG00000101871	ENST00000317552
>Seq_465718	ENSG00000101871	ENST00000317552
>Seq_465748	ENSG00000101882	ENST00000371410
>Seq_465768	ENSG00000101882	ENST00000371410
>Seq_465773	ENSG00000101882	ENST00000371410
>Seq_465812	ENSG00000101882	ENST00000371410
>Seq_465848	ENSG00000101882	ENST00000371410
>Seq_465868	ENSG00000101882	ENST00000371410
>Seq_465920	ENSG00000101882	ENST00000371410
>Seq_465969	ENSG00000101888	ENST00000218004
>Seq_465982	ENSG00000101888	ENST00000218004
>Seq_465997	ENSG00000101888	ENST00000218004
>Seq_466025	ENSG00000101901	ENST00000251943
>Seq_466032	ENSG00000101901	ENST00000251943
>Seq_466058	ENSG00000101901	ENST00000251943
>Seq_466091	ENSG00000101901	ENST00000251943
>Seq_466135	ENSG00000101901	ENST00000371979
>Seq_466168	ENSG00000101901	ENST00000394780
>Seq_466176	ENSG00000101901	ENST00000394780
>Seq_466180	ENSG00000101901	ENST00000394780
>Seq_466194	ENSG00000101901	ENST00000394780
>Seq_466220	ENSG00000101901	ENST00000489033
>Seq_466263	ENSG00000101911	ENST00000380668
>Seq_466281	ENSG00000101911	ENST00000380668
>Seq_466311	ENSG00000101911	ENST00000380668
>Seq_466328	ENSG00000101911	ENST00000380668
>Seq_466447	ENSG00000101935	ENST00000262844
>Seq_466485	ENSG00000101935	ENST00000262844
>Seq_466539	ENSG00000101938	ENST00000372042
>Seq_466555	ENSG00000101938	ENST00000372042
>Seq_466574	ENSG00000101938	ENST00000372042
>Seq_466592	ENSG00000101938	ENST00000372042
>Seq_466621	ENSG00000101938	ENST00000372045
>Seq_466622	ENSG00000101938	ENST00000372045
>Seq_466629	ENSG00000101938	ENST00000372045
>Seq_466635	ENSG00000101938	ENST00000372045
>Seq_466654	ENSG00000101938	ENST00000372045
>Seq_466665	ENSG00000101938	ENST00000372045
>Seq_466804	ENSG00000101940	ENST00000218056
>Seq_466808	ENSG00000101940	ENST00000218056
>Seq_466811	ENSG00000101940	ENST00000218056
>Seq_466878	ENSG00000101940	ENST00000376729
>Seq_466948	ENSG00000101945	ENST00000337852
>Seq_466963	ENSG00000101945	ENST00000337852
>Seq_466974	ENSG00000101945	ENST00000337852
>Seq_467072	ENSG00000101945	ENST00000337852
>Seq_467112	ENSG00000101955	ENST00000378533
>Seq_467129	ENSG00000101955	ENST00000378533
>Seq_467175	ENSG00000101955	ENST00000378533
>Seq_467182	ENSG00000101955	ENST00000378533
>Seq_467198	ENSG00000101955	ENST00000378533
>Seq_467204	ENSG00000101955	ENST00000378533
>Seq_467246	ENSG00000101958	ENST00000218075
>Seq_467255	ENSG00000101966	ENST00000355640
>Seq_467264	ENSG00000101966	ENST00000355640
>Seq_467327	ENSG00000101966	ENST00000355640
>Seq_467347	ENSG00000101966	ENST00000497640
>Seq_467368	ENSG00000101972	ENST00000218089
>Seq_467383	ENSG00000101972	ENST00000218089
>Seq_467446	ENSG00000101972	ENST00000218089
>Seq_467477	ENSG00000101972	ENST00000218089
>Seq_467491	ENSG00000101972	ENST00000218089
>Seq_467524	ENSG00000101972	ENST00000218089
>Seq_467580	ENSG00000101972	ENST00000218089
>Seq_467584	ENSG00000101972	ENST00000218089
>Seq_467597	ENSG00000101972	ENST00000218089
>Seq_467610	ENSG00000101972	ENST00000218089
>Seq_467664	ENSG00000101972	ENST00000218089
>Seq_467696	ENSG00000101972	ENST00000218089
>Seq_467742	ENSG00000101972	ENST00000371160
>Seq_467755	ENSG00000101972	ENST00000371160
>Seq_467839	ENSG00000101974	ENST00000327569
>Seq_467847	ENSG00000101974	ENST00000327569
>Seq_467899	ENSG00000101974	ENST00000370557
>Seq_467938	ENSG00000101997	ENST00000376227
>Seq_467985	ENSG00000101997	ENST00000376227
>Seq_467992	ENSG00000101997	ENST00000496651
>Seq_468099	ENSG00000102003	ENST00000494396
>Seq_468113	ENSG00000102007	ENST00000376327
>Seq_468178	ENSG00000102007	ENST00000376327
>Seq_468315	ENSG00000102024	ENST00000289290
>Seq_468343	ENSG00000102024	ENST00000289290
>Seq_468369	ENSG00000102024	ENST00000289290
>Seq_468507	ENSG00000102024	ENST00000355899
>Seq_468580	ENSG00000102024	ENST00000355899
>Seq_468622	ENSG00000102030	ENST00000370009
>Seq_468651	ENSG00000102030	ENST00000370009
>Seq_468662	ENSG00000102030	ENST00000370009
>Seq_468708	ENSG00000102030	ENST00000460996
>Seq_468735	ENSG00000102030	ENST00000467451
>Seq_468761	ENSG00000102034	ENST00000308167
>Seq_468768	ENSG00000102034	ENST00000308167
>Seq_468783	ENSG00000102034	ENST00000308167
>Seq_468798	ENSG00000102034	ENST00000308167
>Seq_468813	ENSG00000102034	ENST00000308167
>Seq_468925	ENSG00000102034	ENST00000308167
>Seq_468936	ENSG00000102034	ENST00000308167
>Seq_468958	ENSG00000102034	ENST00000308167
>Seq_468960	ENSG00000102034	ENST00000308167
>Seq_468983	ENSG00000102038	ENST00000371121
>Seq_469020	ENSG00000102038	ENST00000371121
>Seq_469045	ENSG00000102043	ENST00000374852
>Seq_469047	ENSG00000102043	ENST00000374852
>Seq_469060	ENSG00000102043	ENST00000374852
>Seq_469065	ENSG00000102043	ENST00000374852
>Seq_469073	ENSG00000102048	ENST00000380483
>Seq_469079	ENSG00000102048	ENST00000380483
>Seq_469108	ENSG00000102054	ENST00000330735
>Seq_469139	ENSG00000102054	ENST00000380084
>Seq_469142	ENSG00000102054	ENST00000380087
>Seq_469217	ENSG00000102054	ENST00000380087
>Seq_469296	ENSG00000102054	ENST00000380087
>Seq_469309	ENSG00000102054	ENST00000380087
>Seq_469320	ENSG00000102054	ENST00000380087
>Seq_469324	ENSG00000102054	ENST00000380087
>Seq_469334	ENSG00000102054	ENST00000380087
>Seq_469359	ENSG00000102054	ENST00000380087
>Seq_469372	ENSG00000102054	ENST00000380087
>Seq_469376	ENSG00000102054	ENST00000380087
>Seq_469378	ENSG00000102054	ENST00000380087
>Seq_469445	ENSG00000102078	ENST00000218197
>Seq_469456	ENSG00000102078	ENST00000218197
>Seq_469487	ENSG00000102078	ENST00000218197
>Seq_469498	ENSG00000102078	ENST00000218197
>Seq_469541	ENSG00000102078	ENST00000464342
>Seq_469566	ENSG00000102081	ENST00000218200
>Seq_469623	ENSG00000102081	ENST00000218200
>Seq_469652	ENSG00000102081	ENST00000218200
>Seq_469705	ENSG00000102081	ENST00000370470
>Seq_469776	ENSG00000102096	ENST00000376509
>Seq_469779	ENSG00000102096	ENST00000376509
>Seq_469904	ENSG00000102100	ENST00000247138
>Seq_469915	ENSG00000102100	ENST00000247138
>Seq_469922	ENSG00000102100	ENST00000247138
>Seq_469981	ENSG00000102100	ENST00000376521
>Seq_470059	ENSG00000102100	ENST00000635238
>Seq_470079	ENSG00000102103	ENST00000218224
>Seq_470095	ENSG00000102103	ENST00000218224
>Seq_470117	ENSG00000102103	ENST00000218224
>Seq_470132	ENSG00000102103	ENST00000247140
>Seq_470179	ENSG00000102109	ENST00000218230
>Seq_470222	ENSG00000102119	ENST00000369835
>Seq_470287	ENSG00000102119	ENST00000369842
>Seq_470319	ENSG00000102119	ENST00000486738
>Seq_470443	ENSG00000102144	ENST00000373316
>Seq_470456	ENSG00000102144	ENST00000373316
>Seq_470460	ENSG00000102144	ENST00000373316
>Seq_470534	ENSG00000102144	ENST00000373316
>Seq_470574	ENSG00000102144	ENST00000373316
>Seq_470600	ENSG00000102144	ENST00000373316
>Seq_470608	ENSG00000102144	ENST00000373316
>Seq_470648	ENSG00000102144	ENST00000373316
>Seq_470682	ENSG00000102144	ENST00000373316
>Seq_470688	ENSG00000102144	ENST00000373316
>Seq_470738	ENSG00000102144	ENST00000373316
>Seq_470750	ENSG00000102144	ENST00000373316
>Seq_470796	ENSG00000102144	ENST00000373316
>Seq_470810	ENSG00000102144	ENST00000373316
>Seq_470878	ENSG00000102144	ENST00000373316
>Seq_470915	ENSG00000102144	ENST00000373316
>Seq_470920	ENSG00000102144	ENST00000373316
>Seq_470969	ENSG00000102144	ENST00000373316
>Seq_470971	ENSG00000102144	ENST00000373316
>Seq_471144	ENSG00000102158	ENST00000358075
>Seq_471184	ENSG00000102158	ENST00000358075
>Seq_471192	ENSG00000102158	ENST00000358075
>Seq_471221	ENSG00000102158	ENST00000358075
>Seq_471233	ENSG00000102158	ENST00000358075
>Seq_471338	ENSG00000102172	ENST00000379404
>Seq_471372	ENSG00000102172	ENST00000379404
>Seq_471433	ENSG00000102172	ENST00000404933
>Seq_471441	ENSG00000102172	ENST00000404933
>Seq_471490	ENSG00000102172	ENST00000404933
>Seq_471550	ENSG00000102172	ENST00000404933
>Seq_471578	ENSG00000102172	ENST00000404933
>Seq_471591	ENSG00000102172	ENST00000404933
>Seq_471629	ENSG00000102172	ENST00000404933
>Seq_471923	ENSG00000102181	ENST00000346693
>Seq_471924	ENSG00000102181	ENST00000346693
>Seq_471929	ENSG00000102181	ENST00000346693
>Seq_471937	ENSG00000102181	ENST00000346693
>Seq_471941	ENSG00000102181	ENST00000346693
>Seq_472052	ENSG00000102181	ENST00000346693
>Seq_472064	ENSG00000102181	ENST00000346693
>Seq_472092	ENSG00000102181	ENST00000355149
>Seq_472158	ENSG00000102181	ENST00000370377
>Seq_472185	ENSG00000102189	ENST00000322349
>Seq_472200	ENSG00000102189	ENST00000322349
>Seq_472239	ENSG00000102189	ENST00000322349
>Seq_472249	ENSG00000102189	ENST00000322349
>Seq_472312	ENSG00000102189	ENST00000322349
>Seq_472333	ENSG00000102189	ENST00000322349
>Seq_472369	ENSG00000102189	ENST00000322349
>Seq_472387	ENSG00000102189	ENST00000322349
>Seq_472458	ENSG00000102189	ENST00000322349
>Seq_472487	ENSG00000102189	ENST00000322349
>Seq_472588	ENSG00000102189	ENST00000322349
>Seq_472640	ENSG00000102189	ENST00000322349
>Seq_472659	ENSG00000102218	ENST00000218340
>Seq_472691	ENSG00000102221	ENST00000614628
>Seq_472693	ENSG00000102221	ENST00000614628
>Seq_472700	ENSG00000102221	ENST00000614628
>Seq_472701	ENSG00000102221	ENST00000614628
>Seq_472738	ENSG00000102221	ENST00000614628
>Seq_472757	ENSG00000102221	ENST00000614628
>Seq_472770	ENSG00000102221	ENST00000614628
>Seq_472824	ENSG00000102225	ENST00000276052
>Seq_472850	ENSG00000102225	ENST00000276052
>Seq_472871	ENSG00000102225	ENST00000276052
>Seq_472966	ENSG00000102225	ENST00000276052
>Seq_473011	ENSG00000102225	ENST00000276052
>Seq_473080	ENSG00000102225	ENST00000276052
>Seq_473111	ENSG00000102225	ENST00000357227
>Seq_473128	ENSG00000102225	ENST00000523344
>Seq_473144	ENSG00000102226	ENST00000218348
>Seq_473179	ENSG00000102226	ENST00000218348
>Seq_473189	ENSG00000102226	ENST00000218348
>Seq_473202	ENSG00000102226	ENST00000218348
>Seq_473216	ENSG00000102226	ENST00000218348
>Seq_473226	ENSG00000102226	ENST00000218348
>Seq_473231	ENSG00000102226	ENST00000218348
>Seq_473239	ENSG00000102226	ENST00000218348
>Seq_473250	ENSG00000102226	ENST00000218348
>Seq_473255	ENSG00000102226	ENST00000218348
>Seq_473287	ENSG00000102226	ENST00000218348
>Seq_473305	ENSG00000102226	ENST00000218348
>Seq_473346	ENSG00000102230	ENST00000356768
>Seq_473399	ENSG00000102230	ENST00000379145
>Seq_473400	ENSG00000102230	ENST00000379145
>Seq_473403	ENSG00000102230	ENST00000379145
>Seq_473405	ENSG00000102230	ENST00000379145
>Seq_473414	ENSG00000102230	ENST00000379145
>Seq_473417	ENSG00000102230	ENST00000379145
>Seq_473419	ENSG00000102230	ENST00000379145
>Seq_473447	ENSG00000102241	ENST00000218364
>Seq_473466	ENSG00000102241	ENST00000218364
>Seq_473490	ENSG00000102241	ENST00000218364
>Seq_473576	ENSG00000102241	ENST00000218364
>Seq_473654	ENSG00000102241	ENST00000218364
>Seq_473663	ENSG00000102241	ENST00000218364
>Seq_473708	ENSG00000102241	ENST00000218364
>Seq_473715	ENSG00000102241	ENST00000218364
>Seq_473745	ENSG00000102241	ENST00000218364
>Seq_473767	ENSG00000102241	ENST00000218364
>Seq_473771	ENSG00000102241	ENST00000218364
>Seq_473790	ENSG00000102241	ENST00000218364
>Seq_473801	ENSG00000102241	ENST00000218364
>Seq_473830	ENSG00000102241	ENST00000218364
>Seq_473856	ENSG00000102241	ENST00000218364
>Seq_473860	ENSG00000102241	ENST00000218364
>Seq_473932	ENSG00000102241	ENST00000218364
>Seq_473938	ENSG00000102241	ENST00000218364
>Seq_473965	ENSG00000102241	ENST00000218364
>Seq_473997	ENSG00000102241	ENST00000218364
>Seq_474000	ENSG00000102241	ENST00000218364
>Seq_474009	ENSG00000102241	ENST00000218364
>Seq_474018	ENSG00000102241	ENST00000218364
>Seq_474046	ENSG00000102241	ENST00000218364
>Seq_474094	ENSG00000102241	ENST00000218364
>Seq_474192	ENSG00000102245	ENST00000370628
>Seq_474206	ENSG00000102265	ENST00000218388
>Seq_474244	ENSG00000102265	ENST00000218388
>Seq_474278	ENSG00000102265	ENST00000218388
>Seq_474353	ENSG00000102302	ENST00000375135
>Seq_474399	ENSG00000102302	ENST00000375135
>Seq_474402	ENSG00000102302	ENST00000375135
>Seq_474414	ENSG00000102309	ENST00000218432
>Seq_474441	ENSG00000102309	ENST00000218432
>Seq_474498	ENSG00000102309	ENST00000373669
>Seq_474505	ENSG00000102309	ENST00000373669
>Seq_474644	ENSG00000102309	ENST00000423432
>Seq_474658	ENSG00000102312	ENST00000326194
>Seq_474732	ENSG00000102316	ENST00000218439
>Seq_474736	ENSG00000102316	ENST00000218439
>Seq_474757	ENSG00000102316	ENST00000218439
>Seq_474817	ENSG00000102316	ENST00000218439
>Seq_474829	ENSG00000102316	ENST00000218439
>Seq_474865	ENSG00000102316	ENST00000347546
>Seq_475052	ENSG00000102316	ENST00000375060
>Seq_475140	ENSG00000102317	ENST00000354480
>Seq_475251	ENSG00000102317	ENST00000376755
>Seq_475286	ENSG00000102317	ENST00000376755
>Seq_475297	ENSG00000102317	ENST00000376755
>Seq_475317	ENSG00000102317	ENST00000376755
>Seq_475325	ENSG00000102317	ENST00000376755
>Seq_475419	ENSG00000102317	ENST00000472897
>Seq_475446	ENSG00000102317	ENST00000489344
>Seq_475507	ENSG00000102362	ENST00000263033
>Seq_475525	ENSG00000102362	ENST00000263033
>Seq_475554	ENSG00000102362	ENST00000263033
>Seq_475661	ENSG00000102385	ENST00000372916
>Seq_475666	ENSG00000102385	ENST00000402866
>Seq_475681	ENSG00000102387	ENST00000356784
>Seq_475690	ENSG00000102387	ENST00000356784
>Seq_475708	ENSG00000102387	ENST00000356784
>Seq_475790	ENSG00000102390	ENST00000373357
>Seq_475795	ENSG00000102390	ENST00000373357
>Seq_475802	ENSG00000102390	ENST00000373357
>Seq_475817	ENSG00000102390	ENST00000373358
>Seq_475836	ENSG00000102390	ENST00000373358
>Seq_475857	ENSG00000102390	ENST00000373358
>Seq_475862	ENSG00000102390	ENST00000373358
>Seq_476034	ENSG00000102390	ENST00000373358
>Seq_476328	ENSG00000102390	ENST00000373358
>Seq_476349	ENSG00000102393	ENST00000218516
>Seq_476395	ENSG00000102393	ENST00000218516
>Seq_476452	ENSG00000102393	ENST00000218516
>Seq_476637	ENSG00000102401	ENST00000341189
>Seq_476655	ENSG00000102401	ENST00000341189
>Seq_476899	ENSG00000102401	ENST00000479298
>Seq_476930	ENSG00000102409	ENST00000372695
>Seq_476962	ENSG00000102409	ENST00000372695
>Seq_477044	ENSG00000102445	ENST00000378797
>Seq_477062	ENSG00000102445	ENST00000378797
>Seq_477070	ENSG00000102445	ENST00000378797
>Seq_477075	ENSG00000102445	ENST00000378797
>Seq_477113	ENSG00000102452	ENST00000251127
>Seq_477120	ENSG00000102452	ENST00000251127
>Seq_477145	ENSG00000102452	ENST00000251127
>Seq_477153	ENSG00000102452	ENST00000251127
>Seq_477155	ENSG00000102452	ENST00000251127
>Seq_477158	ENSG00000102452	ENST00000251127
>Seq_477162	ENSG00000102452	ENST00000251127
>Seq_477205	ENSG00000102452	ENST00000251127
>Seq_477220	ENSG00000102452	ENST00000251127
>Seq_477226	ENSG00000102452	ENST00000251127
>Seq_477297	ENSG00000102466	ENST00000376131
>Seq_477299	ENSG00000102466	ENST00000376131
>Seq_477365	ENSG00000102471	ENST00000218652
>Seq_477386	ENSG00000102471	ENST00000218652
>Seq_477414	ENSG00000102471	ENST00000218652
>Seq_477476	ENSG00000102531	ENST00000378383
>Seq_477493	ENSG00000102531	ENST00000378383
>Seq_477500	ENSG00000102531	ENST00000378383
>Seq_477524	ENSG00000102531	ENST00000398316
>Seq_477537	ENSG00000102531	ENST00000398316
>Seq_477551	ENSG00000102531	ENST00000398316
>Seq_477553	ENSG00000102531	ENST00000398316
>Seq_477574	ENSG00000102531	ENST00000398316
>Seq_477588	ENSG00000102531	ENST00000398316
>Seq_477596	ENSG00000102531	ENST00000398316
>Seq_477647	ENSG00000102547	ENST00000355854
>Seq_477680	ENSG00000102547	ENST00000409308
>Seq_477699	ENSG00000102554	ENST00000377687
>Seq_477726	ENSG00000102554	ENST00000377687
>Seq_477768	ENSG00000102554	ENST00000377687
>Seq_477795	ENSG00000102572	ENST00000376547
>Seq_477815	ENSG00000102572	ENST00000376547
>Seq_477816	ENSG00000102572	ENST00000376547
>Seq_477836	ENSG00000102572	ENST00000376547
>Seq_477849	ENSG00000102572	ENST00000376547
>Seq_478003	ENSG00000102580	ENST00000376795
>Seq_478015	ENSG00000102580	ENST00000376795
>Seq_478044	ENSG00000102580	ENST00000376795
>Seq_478206	ENSG00000102595	ENST00000376714
>Seq_478230	ENSG00000102595	ENST00000376747
>Seq_478276	ENSG00000102595	ENST00000376747
>Seq_478287	ENSG00000102595	ENST00000376747
>Seq_478308	ENSG00000102606	ENST00000218789
>Seq_478348	ENSG00000102606	ENST00000218789
>Seq_478350	ENSG00000102606	ENST00000218789
>Seq_478356	ENSG00000102606	ENST00000218789
>Seq_478386	ENSG00000102606	ENST00000218789
>Seq_478393	ENSG00000102606	ENST00000218789
>Seq_478407	ENSG00000102606	ENST00000218789
>Seq_478480	ENSG00000102606	ENST00000218789
>Seq_478522	ENSG00000102606	ENST00000218789
>Seq_478544	ENSG00000102606	ENST00000218789
>Seq_478614	ENSG00000102606	ENST00000375736
>Seq_478686	ENSG00000102683	ENST00000218867
>Seq_478723	ENSG00000102699	ENST00000381989
>Seq_478756	ENSG00000102699	ENST00000381989
>Seq_478779	ENSG00000102699	ENST00000381989
>Seq_478820	ENSG00000102699	ENST00000381989
>Seq_478826	ENSG00000102699	ENST00000381989
>Seq_478902	ENSG00000102699	ENST00000381989
>Seq_478933	ENSG00000102699	ENST00000381989
>Seq_478946	ENSG00000102699	ENST00000381989
>Seq_478967	ENSG00000102699	ENST00000381989
>Seq_478995	ENSG00000102699	ENST00000381989
>Seq_479003	ENSG00000102699	ENST00000381989
>Seq_479028	ENSG00000102699	ENST00000381989
>Seq_479029	ENSG00000102699	ENST00000381989
>Seq_479040	ENSG00000102699	ENST00000381989
>Seq_479078	ENSG00000102699	ENST00000381989
>Seq_479092	ENSG00000102699	ENST00000381989
>Seq_479127	ENSG00000102699	ENST00000381989
>Seq_479182	ENSG00000102710	ENST00000350612
>Seq_479184	ENSG00000102710	ENST00000350612
>Seq_479195	ENSG00000102710	ENST00000356185
>Seq_479215	ENSG00000102710	ENST00000356185
>Seq_479224	ENSG00000102710	ENST00000356185
>Seq_479264	ENSG00000102710	ENST00000356185
>Seq_479270	ENSG00000102710	ENST00000356185
>Seq_479295	ENSG00000102710	ENST00000475892
>Seq_479297	ENSG00000102710	ENST00000475892
>Seq_479303	ENSG00000102710	ENST00000475892
>Seq_479337	ENSG00000102738	ENST00000323563
>Seq_479404	ENSG00000102738	ENST00000323563
>Seq_479411	ENSG00000102738	ENST00000323563
