CID	Dom_Name	Enri	Depl	Freq.x	Freq.y	val	Class
3.30.360.10	Dihydrodipicolinate Reductase; domain 2	0.00275482093663912	0.00102646821614488	4	14	YES	Alpha-Beta
3.30.390.30		0.00137741046831956	0.000439914949776377	2	6	YES	Alpha-Beta
3.30.40.10	Zinc/RING finger domain, C3HC4 (zinc finger)	0.0130853994490358	0.0206760026394897	19	282	NO	Alpha-Beta
3.30.420.10		0.00206611570247934	0.0031527238067307	3	43	NO	Alpha-Beta
3.30.420.150	Exopolyphosphatase. Domain 2	0.00137741046831956	0.000586553266368502	2	8	YES	Alpha-Beta
3.30.420.40		0.00619834710743802	0.00755187330449446	9	103	NO	Alpha-Beta
3.30.420.80		0.00206611570247934	0.000586553266368502	3	8	YES	Alpha-Beta
3.30.428.10	HIT family, subunit A	0.00068870523415978	0.000586553266368502	1	8	YES	Alpha-Beta
3.30.429.10	Macrophage Migration Inhibitory Factor	0.00137741046831956	0.000219957474888188	2	3	YES	Alpha-Beta
3.30.450.20		0.00206611570247934	0.00102646821614488	3	14	YES	Alpha-Beta
3.30.450.30	Dynein light chain 2a, cytoplasmic	0.0034435261707989	0.001173106532737	5	16	YES	Alpha-Beta
3.30.450.60		0.00206611570247934	0.00146638316592126	3	20	YES	Alpha-Beta
3.30.460.10	Beta Polymerase, domain 2	0.00068870523415978	0.000293276633184251	1	4	YES	Alpha-Beta
3.30.470.20	ATP-grasp fold, B domain	0.00068870523415978	0.00263948969865826	1	36	NO	Alpha-Beta
3.30.470.30	DNA ligase/mRNA capping enzyme	0.00068870523415978	0.000146638316592126	1	2	YES	Alpha-Beta
3.30.479.10		0.00068870523415978	0.000219957474888188	1	3	YES	Alpha-Beta
3.30.499.10	Aconitase, domain 3	0.00137741046831956	0.00080651074125669	2	11	YES	Alpha-Beta
3.30.500.10	Murine Class I Major Histocompatibility Complex, H2-DB, subunit A, domain 1	0.00137741046831956	0.00168634064080944	2	23	NO	Alpha-Beta
3.30.505.10	SHC Adaptor Protein	0.00206611570247934	0.00293276633184251	3	40	NO	Alpha-Beta
3.30.519.10	Guanine Nucleotide Dissociation Inhibitor, domain 2	0.00068870523415978	0.000366595791480314	1	5	YES	Alpha-Beta
3.30.530.20		0.00068870523415978	0.00190629811569763	1	26	NO	Alpha-Beta
3.30.565.10		0.00413223140495868	0.00234621306547401	6	32	YES	Alpha-Beta
3.30.590.10	Glutamine synthetase/guanido kinase	0.00206611570247934	0.00109978737444094	3	15	YES	Alpha-Beta
3.30.60.20		0.00137741046831956	0.00241953222377007	2	33	NO	Alpha-Beta
3.30.60.30		0.00137741046831956	0.000879829899552753	2	12	YES	Alpha-Beta
3.30.70.1230	Adenylyl Cyclase, chain A	0.00068870523415978	0.000953149057848816	1	13	NO	Alpha-Beta
3.30.70.1390	ROC domain from the Parkinson's disease-associated leucine-rich repeat kinase 2	0.0034435261707989	0.00505902192242833	5	69	NO	Alpha-Beta
3.30.70.141		0.00068870523415978	0.000879829899552753	1	12	NO	Alpha-Beta
3.30.70.20		0.00137741046831956	0.000293276633184251	2	4	YES	Alpha-Beta
3.30.70.240		0.00068870523415978	0.000513234108072439	1	7	YES	Alpha-Beta
3.30.70.270		0.00068870523415978	0.000293276633184251	1	4	YES	Alpha-Beta
3.30.70.330		0.0234159779614325	0.0269814502529511	34	368	NO	Alpha-Beta
3.30.70.60		0.00068870523415978	0.000879829899552753	1	12	NO	Alpha-Beta
3.30.70.600		0.00068870523415978	0.000219957474888188	1	3	YES	Alpha-Beta
3.30.70.870	Elongation Factor G (Translational Gtpase), domain 3	0.00068870523415978	0.000366595791480314	1	5	YES	Alpha-Beta
3.30.70.980		0.00068870523415978	0.000219957474888188	1	3	YES	Alpha-Beta
3.30.710.10	Potassium Channel Kv1.1; Chain A	0.00068870523415978	0.0043258303394677	1	59	NO	Alpha-Beta
3.30.750.24	SpoIIaa-like	0.00068870523415978	0.000219957474888188	1	3	YES	Alpha-Beta
3.30.830.10	Cytochrome Bc1 Complex; Chain A, domain 1	0.00482093663911846	0.00300608549013857	7	41	YES	Alpha-Beta
3.30.860.10	30s Ribosomal Protein S19; Chain A	0.00068870523415978	0.000293276633184251	1	4	YES	Alpha-Beta
3.30.900.10	Cell Cycle, Spindle Assembly Checkpoint Protein; Chain A	0.00068870523415978	0.000513234108072439	1	7	YES	Alpha-Beta
3.30.9.10	D-Amino Acid Oxidase, subunit A, domain 2	0.00068870523415978	0.000659872424664565	1	9	YES	Alpha-Beta
3.30.930.10	Bira Bifunctional Protein; Domain 2	0.0034435261707989	0.00542561771390864	5	74	NO	Alpha-Beta
3.30.950.10	Methyltransferase, Cobalt-precorrin-4 Transmethylase; Domain 2	0.00068870523415978	0.000219957474888188	1	3	YES	Alpha-Beta
3.40.1090.10	Cytosolic phospholipase A2 catalytic domain	0.00068870523415978	0.000293276633184251	1	4	YES	Alpha-Beta
3.40.1110.10	Calcium-transporting ATPase, cytoplasmic domain N	0.00137741046831956	0.00109978737444094	2	15	YES	Alpha-Beta
3.40.1190.20		0.00206611570247934	0.000659872424664565	3	9	YES	Alpha-Beta
3.40.120.10	Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3	0.00137741046831956	0.000733191582960628	2	10	YES	Alpha-Beta
3.40.1230.10		0.00137741046831956	0.000146638316592126	2	2	YES	Alpha-Beta
3.40.1370.10		0.00206611570247934	0.00109978737444094	3	15	YES	Alpha-Beta
3.40.1380.10		0.00068870523415978	7.33191582960628e-05	1	1	YES	Alpha-Beta
3.40.1380.20		0.00137741046831956	0.000293276633184251	2	4	YES	Alpha-Beta
3.40.140.10	Cytidine Deaminase, domain 2	0.00137741046831956	0.00153970232421732	2	21	NO	Alpha-Beta
3.40.1580.10	SMI1/KNR4-like	0.00068870523415978	0.000146638316592126	1	2	YES	Alpha-Beta
3.40.20.10	Severin	0.00137741046831956	0.00307940464843464	2	42	NO	Alpha-Beta
3.40.225.10	L-fuculose-1-phosphate Aldolase	0.00068870523415978	0.000659872424664565	1	9	YES	Alpha-Beta
3.40.250.10	Oxidized Rhodanese, domain 1	0.00137741046831956	0.000879829899552753	2	12	YES	Alpha-Beta
3.40.30.10	Glutaredoxin	0.0137741046831956	0.010484639636337	20	143	YES	Alpha-Beta
3.40.309.10	Aldehyde Dehydrogenase; Chain A, domain 2	0.0034435261707989	0.00175965979910551	5	24	YES	Alpha-Beta
3.40.33.10	Pathogenesis-related Protein p14a	0.00068870523415978	7.33191582960628e-05	1	1	YES	Alpha-Beta
3.40.367.20		0.00137741046831956	0.000953149057848816	2	13	YES	Alpha-Beta
3.40.390.10	Collagenase (Catalytic Domain)	0.00068870523415978	0.001173106532737	1	16	NO	Alpha-Beta
3.40.395.10	Adenoviral Proteinase; Chain A	0.00068870523415978	0.000146638316592126	1	2	YES	Alpha-Beta
3.40.430.10	Dihydrofolate Reductase, subunit A	0.00068870523415978	0.000219957474888188	1	3	YES	Alpha-Beta
3.40.440.10	Adenylosuccinate Synthetase, subunit A, domain 1	0.00068870523415978	7.33191582960628e-05	1	1	YES	Alpha-Beta
3.40.47.10		0.00275482093663912	0.00161302148251338	4	22	YES	Alpha-Beta
3.40.50.1000		0.00550964187327824	0.00425251118117164	8	58	YES	Alpha-Beta
3.40.50.10190		0.00068870523415978	0.00197961727399369	1	27	NO	Alpha-Beta
3.40.50.10260	YjeF N-terminal domain-like	0.00206611570247934	0.000659872424664565	3	9	YES	Alpha-Beta
3.40.50.10490	Glucose-6-phosphate isomerase like protein; domain 1	0.00550964187327824	0.00168634064080944	8	23	YES	Alpha-Beta
3.40.50.10860	Leucine Dehydrogenase, chain A, domain 1	0.00137741046831956	0.000586553266368502	2	8	YES	Alpha-Beta
3.40.50.1100		0.00137741046831956	0.000733191582960628	2	10	YES	Alpha-Beta
3.40.50.1110		0.00137741046831956	0.000513234108072439	2	7	YES	Alpha-Beta
3.40.50.1220	TPP-binding domain	0.00137741046831956	0.00109978737444094	2	15	YES	Alpha-Beta
3.40.50.1260		0.0034435261707989	0.00080651074125669	5	11	YES	Alpha-Beta
3.40.50.1360		0.00137741046831956	0.000513234108072439	2	7	YES	Alpha-Beta
3.40.50.1370		0.00137741046831956	0.000146638316592126	2	2	YES	Alpha-Beta
3.40.50.1440		0.00550964187327824	0.00271280885695432	8	37	YES	Alpha-Beta
3.40.50.1460		0.00068870523415978	0.00080651074125669	1	11	NO	Alpha-Beta
3.40.50.1480		0.00137741046831956	0.00153970232421732	2	21	NO	Alpha-Beta
3.40.50.150	Vaccinia Virus protein VP39	0.00895316804407714	0.00916489478700785	13	125	NO	Alpha-Beta
3.40.50.1580		0.00068870523415978	0.000439914949776377	1	6	YES	Alpha-Beta
3.40.50.1910		0.00068870523415978	0.00109978737444094	1	15	NO	Alpha-Beta
3.40.50.1950		0.00068870523415978	7.33191582960628e-05	1	1	YES	Alpha-Beta
3.40.50.200		0.0034435261707989	0.000953149057848816	5	13	YES	Alpha-Beta
3.40.50.2000	Glycogen Phosphorylase B;	0.00068870523415978	0.00366595791480314	1	50	NO	Alpha-Beta
3.40.50.2020		0.00206611570247934	0.00175965979910551	3	24	YES	Alpha-Beta
3.40.50.2300		0.00137741046831956	0.000953149057848816	2	13	YES	Alpha-Beta
3.40.50.261	Succinyl-CoA synthetase domains	0.00137741046831956	0.00109978737444094	2	15	YES	Alpha-Beta
3.40.50.300	P-loop containing nucleotide triphosphate hydrolases	0.0461432506887052	0.06312779529291	67	861	NO	Alpha-Beta
3.40.50.410		0.00206611570247934	0.00234621306547401	3	32	NO	Alpha-Beta
3.40.50.450		0.00275482093663912	0.00124642569103307	4	17	YES	Alpha-Beta
3.40.50.460		0.00137741046831956	0.000953149057848816	2	13	YES	Alpha-Beta
3.40.50.620	HUPs	0.00482093663911846	0.00740523498790234	7	101	NO	Alpha-Beta
3.40.50.720	NAD(P)-binding Rossmann-like Domain	0.0241046831955923	0.0165701297749102	35	226	YES	Alpha-Beta
3.40.50.740		0.00068870523415978	0.000219957474888188	1	3	YES	Alpha-Beta
3.40.50.80	Nucleotide-binding domain of ferredoxin-NADP reductase (FNR) module	0.00068870523415978	0.000366595791480314	1	5	YES	Alpha-Beta
3.40.50.880		0.00137741046831956	0.00168634064080944	2	23	NO	Alpha-Beta
3.40.50.920		0.00068870523415978	0.000439914949776377	1	6	YES	Alpha-Beta
3.40.50.970		0.00413223140495868	0.00293276633184251	6	40	YES	Alpha-Beta
3.40.50.980		0.00206611570247934	0.00234621306547401	3	32	NO	Alpha-Beta
3.40.532.10	Ubiquitin C-terminal Hydrolase Uch-l3	0.00137741046831956	0.00080651074125669	2	11	YES	Alpha-Beta
3.40.605.10	Aldehyde Dehydrogenase; Chain A, domain 1	0.00137741046831956	0.00227289390717795	2	31	NO	Alpha-Beta
3.40.630.10	Zn peptidases	0.00206611570247934	0.00322604296502676	3	44	NO	Alpha-Beta
3.40.630.30		0.00068870523415978	0.00278612801525038	1	38	NO	Alpha-Beta
3.40.640.10	Type I PLP-dependent aspartate aminotransferase-like (Major domain)	0.00068870523415978	0.00271280885695432	1	37	NO	Alpha-Beta
3.40.718.10	Isopropylmalate Dehydrogenase	0.00206611570247934	0.00219957474888188	3	30	NO	Alpha-Beta
3.40.720.10	Alkaline Phosphatase, subunit A	0.00068870523415978	0.00161302148251338	1	22	NO	Alpha-Beta
3.40.800.20		0.00137741046831956	0.00197961727399369	2	27	NO	Alpha-Beta
3.40.850.10	Kinesin	0.0034435261707989	0.00388591538969133	5	53	NO	Alpha-Beta
3.40.950.10	Fe-only Hydrogenase (Larger Subunit); Chain L, domain 3	0.00137741046831956	0.000219957474888188	2	3	YES	Alpha-Beta
3.50.30.30		0.00068870523415978	7.33191582960628e-05	1	1	YES	Alpha-Beta
3.50.50.60		0.00275482093663912	0.00388591538969133	4	53	NO	Alpha-Beta
3.50.7.10	GroEL	0.00206611570247934	0.00175965979910551	3	24	YES	Alpha-Beta
3.60.10.10		0.00137741046831956	0.00271280885695432	2	37	NO	Alpha-Beta
3.60.110.10		0.00068870523415978	0.000439914949776377	1	6	YES	Alpha-Beta
3.60.15.10	Metallo-beta-lactamase, chain A	0.00206611570247934	0.00161302148251338	3	22	YES	Alpha-Beta
3.60.20.10	Glutamine Phosphoribosylpyrophosphate, subunit 1, domain 1	0.00757575757575758	0.00461910697265195	11	63	YES	Alpha-Beta
3.60.21.10		0.00206611570247934	0.00263948969865826	3	36	NO	Alpha-Beta
3.60.40.10	Phosphatase 2c; Domain 1	0.00275482093663912	0.00219957474888188	4	30	YES	Alpha-Beta
3.65.10.20		0.00068870523415978	0.000366595791480314	1	5	YES	Alpha-Beta
3.75.10.10	L-arginine/glycine Amidinotransferase; Chain A	0.00206611570247934	0.000733191582960628	3	10	YES	Alpha-Beta
3.80.10.10	Ribonuclease Inhibitor	0.00826446280991736	0.00718527751301415	12	98	YES	Alpha-Beta
3.90.1010.10		0.00068870523415978	0.000146638316592126	1	2	YES	Alpha-Beta
3.90.110.10	L-2-Hydroxyisocaproate Dehydrogenase, subunit A, domain 2	0.00413223140495868	0.000733191582960628	6	10	YES	Alpha-Beta
3.90.1150.10	Aspartate Aminotransferase, domain 1	0.00550964187327824	0.00329936212332282	8	45	YES	Alpha-Beta
3.90.1170.10		0.00137741046831956	0.000733191582960628	2	10	YES	Alpha-Beta
3.90.1180.10		0.00068870523415978	0.000439914949776377	1	6	YES	Alpha-Beta
3.90.1200.10		0.00206611570247934	0.00109978737444094	3	15	YES	Alpha-Beta
3.90.1210.10	AFP III-like domain	0.00068870523415978	0.000146638316592126	1	2	YES	Alpha-Beta
3.90.1260.10	Argininosuccinate synthetase, chain A, domain 2	0.00068870523415978	0.000439914949776377	1	6	YES	Alpha-Beta
3.90.1420.10	RuBisCo LSMT C-terminal, substrate-binding domain	0.00068870523415978	0.000293276633184251	1	4	YES	Alpha-Beta
3.90.1480.10	sialyltransferase cstii, chain A	0.00068870523415978	0.000733191582960628	1	10	NO	Alpha-Beta
3.90.1680.10	hypothetical protein yedk domain like	0.00206611570247934	0.000146638316592126	3	2	YES	Alpha-Beta
3.90.1750.10	Hect, E3 ligase catalytic domains	0.00068870523415978	0.00124642569103307	1	17	NO	Alpha-Beta
3.90.1800.10	RNA polymerase alpha subunit dimerisation domain	0.00068870523415978	0.000366595791480314	1	5	YES	Alpha-Beta
3.90.190.10	Protein tyrosine phosphatase superfamily	0.00206611570247934	0.00637876677175746	3	87	NO	Alpha-Beta
3.90.226.10	2-enoyl-CoA Hydratase; Chain A, domain 1	0.00206611570247934	0.00337268128161889	3	46	NO	Alpha-Beta
3.90.228.20		0.00068870523415978	7.33191582960628e-05	1	1	YES	Alpha-Beta
3.90.230.10	Creatinase/methionine aminopeptidase superfamily	0.00206611570247934	0.00197961727399369	3	27	YES	Alpha-Beta
3.90.280.10	Phosphatidylethanolamine-binding Protein;	0.00206611570247934	0.00080651074125669	3	11	YES	Alpha-Beta
3.90.290.10	Extracellular Matrix Fibrillin	0.0034435261707989	0.00124642569103307	5	17	YES	Alpha-Beta
3.90.550.10	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A	0.00206611570247934	0.00513234108072439	3	70	NO	Alpha-Beta
3.90.640.10	Actin; Chain A, domain 4	0.00137741046831956	0.00153970232421732	2	21	NO	Alpha-Beta
3.90.650.10	Phosphoribosyl-aminoimidazole Synthetase; Chain A, domain 2	0.00068870523415978	0.001173106532737	1	16	NO	Alpha-Beta
3.90.660.10		0.00068870523415978	0.000293276633184251	1	4	YES	Alpha-Beta
3.90.70.10	Cysteine proteinases	0.00550964187327824	0.00696532003812596	8	95	NO	Alpha-Beta
3.90.770.10	3-hydroxy-3-methylglutaryl-coenzyme A Reductase; Chain A, domain 2	0.00137741046831956	0.000219957474888188	2	3	YES	Alpha-Beta
3.90.79.10	Nucleoside Triphosphate Pyrophosphohydrolase	0.00137741046831956	0.00175965979910551	2	24	NO	Alpha-Beta
3.90.830.10	Syntaxin Binding Protein 1; Chain A, domain 2	0.00068870523415978	0.000439914949776377	1	6	YES	Alpha-Beta
3.90.850.10	Fumarylacetoacetate hydrolase, domain 2	0.00137741046831956	0.000586553266368502	2	8	YES	Alpha-Beta
3.90.930.12		0.00068870523415978	0.000293276633184251	1	4	YES	Alpha-Beta
3.90.950.10		0.00068870523415978	0.000366595791480314	1	5	YES	Alpha-Beta
4.10.1000.10	CCCH zinc finger	0.00206611570247934	0.00285944717354645	3	39	NO	Few sec.structures
4.10.1050.10	Expressed protein At2g23090/F21P24.15	0.00068870523415978	0.000953149057848816	1	13	NO	Few sec.structures
4.10.1060.10	Znf265, first zinc-finger domain	0.00482093663911846	0.000879829899552753	7	12	YES	Few sec.structures
4.10.1080.10	TSP type-3 repeat	0.00137741046831956	0.000219957474888188	2	3	YES	Few sec.structures
4.10.1220.10	EGF-type module	0.00206611570247934	0.00080651074125669	3	11	YES	Few sec.structures
4.10.260.10	Transducin (heterotrimeric G protein), gamma chain	0.00068870523415978	0.000146638316592126	1	2	YES	Few sec.structures
4.10.280.10	HLH, helix-loop-helix DNA-binding domain	0.00275482093663912	0.00344600043991495	4	47	NO	Few sec.structures
4.10.400.10	Low-density Lipoprotein Receptor	0.00206611570247934	0.00131974484932913	3	18	YES	Few sec.structures
4.10.40.10		0.00068870523415978	0.000439914949776377	1	6	YES	Few sec.structures
4.10.70.10	Echistatin	0.00137741046831956	0.000219957474888188	2	3	YES	Few sec.structures
