CID	Dom_Name	Enri	Depl	Freq.x	Freq.y	val	Class
2.60.200.10		0.000382409177820268	0.000634165675782798	1	16	NO	Mainly Beta
2.60.200.20		0.00152963671128107	0.00150614347998415	4	38	YES	Mainly Beta
2.60.20.10	Crystallins	0.000382409177820268	0.000277447483154974	1	7	YES	Mainly Beta
2.60.210.10	Apoptosis, Tumor Necrosis Factor Receptor Associated Protein 2; Chain A	0.000382409177820268	0.000792707094728498	1	20	NO	Mainly Beta
2.60.260.20	Urease metallochaperone UreE, N-terminal domain	0.0011472275334608	0.00118906064209275	3	30	NO	Mainly Beta
2.60.260.40	q5lls5 like domains	0.000382409177820268	0.000475624256837099	1	12	NO	Mainly Beta
2.60.34.10	Substrate Binding Domain Of DNAk; Chain A, domain 1	0.00420650095602294	0.00122869599682917	11	31	YES	Mainly Beta
2.60.350.10	Dex49a from penicillium minioluteum complex, domain 1	0.00305927342256214	0.00325009908838684	8	82	NO	Mainly Beta
2.60.40.10	Immunoglobulins	0.048565965583174	0.0291716210860087	127	736	YES	Mainly Beta
2.60.40.1080		0.000382409177820268	7.92707094728498e-05	1	2	YES	Mainly Beta
2.60.40.1120		0.00229445506692161	0.000951248513674197	6	24	YES	Mainly Beta
2.60.40.1170		0.00191204588910134	0.000911613158937772	5	23	YES	Mainly Beta
2.60.40.1180	Golgi alpha-mannosidase II	0.000764818355640535	0.00130796670630202	2	33	NO	Mainly Beta
2.60.40.1210		0.000382409177820268	0.000198176773682124	1	5	YES	Mainly Beta
2.60.40.1230		0.000382409177820268	0.000475624256837099	1	12	NO	Mainly Beta
2.60.40.1260	Lamin A/C globular tail domain	0.00152963671128107	0.000317082837891399	4	8	YES	Mainly Beta
2.60.40.1290		0.000764818355640535	0.000198176773682124	2	5	YES	Mainly Beta
2.60.40.1460	Integrin domains. Chain A, domain 2	0.000764818355640535	0.000713436385255648	2	18	YES	Mainly Beta
2.60.40.150	C2- domain Calcium/lipid binding domain	0.00497131931166348	0.00523186682520809	13	132	NO	Mainly Beta
2.60.40.1510	ntegrin, alpha v. Chain A, domain 3	0.00535372848948375	0.00206103844629409	14	52	YES	Mainly Beta
2.60.40.1530	ntegrin, alpha v. Chain A, domain 4	0.0011472275334608	0.000634165675782798	3	16	YES	Mainly Beta
2.60.40.1660	Na, k-atpase alpha subunit. 	0.000382409177820268	0.000198176773682124	1	5	YES	Mainly Beta
2.60.40.1740	hypothetical protein (bacova_03559)	0.000382409177820268	3.96353547364249e-05	1	1	YES	Mainly Beta
2.60.40.1760	glycosyl hydrolase (family 31)	0.000764818355640535	0.000277447483154974	2	7	YES	Mainly Beta
2.60.40.200		0.000764818355640535	0.0001585414189457	2	4	YES	Mainly Beta
2.60.40.340		0.0011472275334608	0.000792707094728498	3	20	YES	Mainly Beta
2.60.40.60	Cadherins	0.00573613766730402	0.00622275069361871	15	157	NO	Mainly Beta
2.60.40.640		0.000764818355640535	0.000396353547364249	2	10	YES	Mainly Beta
2.60.40.720		0.000382409177820268	0.000198176773682124	1	5	YES	Mainly Beta
2.60.40.790		0.0011472275334608	0.0011097899326199	3	28	YES	Mainly Beta
2.60.40.820		0.000382409177820268	0.000554894966309949	1	14	NO	Mainly Beta
2.60.40.840		0.000382409177820268	0.000118906064209275	1	3	YES	Mainly Beta
2.70.130.10	Cation-dependent Mannose-6-phosphate Receptor; Chain A	0.00458891013384321	0.00206103844629409	12	52	YES	Mainly Beta
2.70.150.10	Calcium-transporting ATPase, cytoplasmic transduction domain A	0.00305927342256214	0.00114942528735632	8	29	YES	Mainly Beta
2.70.160.11	Hnrnp arginine n-methyltransferase1	0.000764818355640535	0.000673801030519223	2	17	YES	Mainly Beta
2.70.50.30	Coagulation Factor XIII, subunit A, domain 1	0.0011472275334608	0.0001585414189457	3	4	YES	Mainly Beta
2.70.50.40	E set domains, Chain B (Early Ig-like fold families possibly related to the immunoglobulin and/or fibronectin type III superfamilies)	0.000382409177820268	0.000237812128418549	1	6	YES	Mainly Beta
2.70.98.30	Golgi alpha-mannosidase II; domain 4	0.000382409177820268	0.000198176773682124	1	5	YES	Mainly Beta
2.80.10.50		0.00764818355640535	0.00566785572730876	20	143	YES	Mainly Beta
2.90.20.10	Plasmodium vivax P25 domain	0.0011472275334608	0.000317082837891399	3	8	YES	Mainly Beta
3.100.10.10		0.000382409177820268	0.000435988902100674	1	11	NO	Alpha-Beta
3.10.100.10	Mannose-Binding Protein A, subunit A	0.00229445506692161	0.00190249702734839	6	48	YES	Alpha-Beta
3.10.110.10	Ubiquitin Conjugating Enzyme	0.00458891013384321	0.00447879508521601	12	113	YES	Alpha-Beta
3.10.120.10	Flavocytochrome B2, subunit A, domain 1	0.0011472275334608	0.000594530321046373	3	15	YES	Alpha-Beta
3.10.180.10	2,3-Dihydroxybiphenyl 1,2-Dioxygenase, domain 1	0.000764818355640535	0.000475624256837099	2	12	YES	Alpha-Beta
3.10.200.10	Carbonic Anhydrase II	0.000382409177820268	0.000356718192627824	1	9	YES	Alpha-Beta
3.10.20.10		0.000382409177820268	0.000198176773682124	1	5	YES	Alpha-Beta
3.10.20.230	Doublecortin (DC)	0.000382409177820268	0.0001585414189457	1	4	YES	Alpha-Beta
3.10.20.80	Translation initiation factor IF3, N-terminal domain	0.000382409177820268	7.92707094728498e-05	1	2	YES	Alpha-Beta
3.10.20.90	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1	0.00879541108986616	0.00832342449464923	23	210	YES	Alpha-Beta
3.10.250.10	Mac-2 Binding Protein;	0.0011472275334608	0.000634165675782798	3	16	YES	Alpha-Beta
3.10.25.10	Methionyl-tRNA Fmet Formyltransferase; Chain A, domain 2	0.000382409177820268	3.96353547364249e-05	1	1	YES	Alpha-Beta
3.10.280.10	Mitochondrial Matrix Protein Chain A	0.00152963671128107	0.000237812128418549	4	6	YES	Alpha-Beta
3.10.290.10	Structural Genomics Hypothetical 15.5 Kd Protein In Mrca-pcka Intergenic Region; Chain	0.000382409177820268	0.000515259611573524	1	13	NO	Alpha-Beta
3.10.310.10	Diaminopimelate Epimerase; Chain A, domain 1	0.000382409177820268	0.000118906064209275	1	3	YES	Alpha-Beta
3.10.320.10	Class II Histocompatibility Antigen, M Beta Chain; Chain B, domain 1	0.000382409177820268	0.00134760206103845	1	34	NO	Alpha-Beta
3.10.330.10		0.000382409177820268	0.000317082837891399	1	8	YES	Alpha-Beta
3.10.350.10	Membrane-bound Lytic Murein Transglycosylase D; Chain A	0.000382409177820268	3.96353547364249e-05	1	1	YES	Alpha-Beta
3.10.390.10	SAND domain-like	0.000764818355640535	0.000713436385255648	2	18	YES	Alpha-Beta
3.10.400.10	Sulfate adenylyltransferase	0.000382409177820268	0.000475624256837099	1	12	NO	Alpha-Beta
3.10.440.10		0.000382409177820268	7.92707094728498e-05	1	2	YES	Alpha-Beta
3.10.450.50		0.000764818355640535	0.000634165675782798	2	16	YES	Alpha-Beta
3.10.450.80		0.000764818355640535	0.0001585414189457	2	4	YES	Alpha-Beta
3.10.50.40		0.00382409177820268	0.00194213238208482	10	49	YES	Alpha-Beta
3.20.110.10	Glycoside hydrolase 38, N terminal domain	0.0011472275334608	0.000356718192627824	3	9	YES	Alpha-Beta
3.20.190.10	N-terminal domain of MutM-like DNA repair proteins	0.000382409177820268	0.000118906064209275	1	3	YES	Alpha-Beta
3.20.20.10	Alanine racemase	0.000382409177820268	0.000515259611573524	1	13	NO	Alpha-Beta
3.20.20.100	NADP-dependent oxidoreductase	0.00152963671128107	0.0014268727705113	4	36	YES	Alpha-Beta
3.20.20.120	Enolase superfamily	0.00152963671128107	0.000673801030519223	4	17	YES	Alpha-Beta
3.20.20.140	Metal-dependent hydrolases	0.0011472275334608	0.00150614347998415	3	38	NO	Alpha-Beta
3.20.20.190	Phosphatidylinositol (PI) phosphodiesterase	0.000764818355640535	0.0012683313515656	2	32	NO	Alpha-Beta
3.20.20.380	CutC-like	0.000382409177820268	0.000118906064209275	1	3	YES	Alpha-Beta
3.20.20.60	Phosphoenolpyruvate-binding domains	0.000764818355640535	0.000396353547364249	2	10	YES	Alpha-Beta
3.20.20.70	Aldolase class I	0.00344168260038241	0.00511296076099881	9	129	NO	Alpha-Beta
3.20.20.80	Glycosidases	0.00229445506692161	0.00332936979785969	6	84	NO	Alpha-Beta
3.30.1010.10	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 4	0.000764818355640535	0.000475624256837099	2	12	YES	Alpha-Beta
3.30.110.30	C-terminal domain of ProRS	0.000382409177820268	7.92707094728498e-05	1	2	YES	Alpha-Beta
3.30.1120.10		0.000764818355640535	0.000435988902100674	2	11	YES	Alpha-Beta
3.30.1120.30	Polo-box like domain	0.000382409177820268	0.000277447483154974	1	7	YES	Alpha-Beta
3.30.1250.10		0.000382409177820268	0.000118906064209275	1	3	YES	Alpha-Beta
3.30.1330.10		0.000382409177820268	0.000317082837891399	1	8	YES	Alpha-Beta
3.30.1330.20		0.00229445506692161	0.000753071739992073	6	19	YES	Alpha-Beta
3.30.1330.30		0.00191204588910134	0.000634165675782798	5	16	YES	Alpha-Beta
3.30.1370.10		0.00803059273422562	0.00416171224732461	21	105	YES	Alpha-Beta
3.30.1380.20	Trafficking protein particle complex subunit 3	0.000382409177820268	0.000317082837891399	1	8	YES	Alpha-Beta
3.30.1390.10		0.000382409177820268	0.0001585414189457	1	4	YES	Alpha-Beta
3.30.1430.10		0.000382409177820268	0.0001585414189457	1	4	YES	Alpha-Beta
3.30.1440.10		0.0011472275334608	0.000237812128418549	3	6	YES	Alpha-Beta
3.30.1490.100		0.000382409177820268	0.000118906064209275	1	3	YES	Alpha-Beta
3.30.1490.140	Amyloid beta a4 protein copper binding domain	0.000764818355640535	0.000317082837891399	2	8	YES	Alpha-Beta
3.30.1490.20	ATP-grasp fold, A domain	0.0011472275334608	0.000792707094728498	3	20	YES	Alpha-Beta
3.30.1490.70		0.000382409177820268	0.000118906064209275	1	3	YES	Alpha-Beta
3.30.1520.10	PX domain	0.0011472275334608	0.00186286167261197	3	47	NO	Alpha-Beta
3.30.1560.10	Mago nashi protein	0.000382409177820268	0.000118906064209275	1	3	YES	Alpha-Beta
3.30.160.20		0.0011472275334608	0.00265556876734047	3	67	NO	Alpha-Beta
3.30.160.60	Classic Zinc Finger	0.0107074569789675	0.0238604835513278	28	602	NO	Alpha-Beta
3.30.1640.10	mini-chromosome maintenance (MCM) complex, chain A, domain 1	0.000382409177820268	0.000634165675782798	1	16	NO	Alpha-Beta
3.30.1680.10	ligand-binding face of the semaphorins, domain 2	0.00229445506692161	0.000951248513674197	6	24	YES	Alpha-Beta
3.30.200.20	Phosphorylase Kinase; domain 1	0.00688336520076482	0.0175188267934998	18	442	NO	Alpha-Beta
3.30.230.10		0.00344168260038241	0.00206103844629409	9	52	YES	Alpha-Beta
3.30.230.70	GHMP Kinase, N-terminal domain	0.00152963671128107	0.000554894966309949	4	14	YES	Alpha-Beta
3.30.2350.10	Pseudouridine synthase	0.000382409177820268	0.000515259611573524	1	13	NO	Alpha-Beta
3.30.260.10	GROEL, domain 2	0.00191204588910134	0.000832342449464923	5	21	YES	Alpha-Beta
3.30.300.10		0.000382409177820268	0.000317082837891399	1	8	YES	Alpha-Beta
3.30.300.20		0.0011472275334608	0.00134760206103845	3	34	NO	Alpha-Beta
3.30.300.30		0.000382409177820268	0.000753071739992073	1	19	NO	Alpha-Beta
3.30.300.90	BolA-like	0.000382409177820268	0.000277447483154974	1	7	YES	Alpha-Beta
3.30.310.50	Major birch pollen allergen Bet v 1	0.000382409177820268	0.0001585414189457	1	4	YES	Alpha-Beta
3.30.310.80	Kinase associated domain 1, KA1	0.000382409177820268	0.000277447483154974	1	7	YES	Alpha-Beta
3.30.360.10	Dihydrodipicolinate Reductase; domain 2	0.00191204588910134	0.000713436385255648	5	18	YES	Alpha-Beta
3.30.365.10	Aldehyde Oxidoreductase; domain 4	0.000382409177820268	0.000317082837891399	1	8	YES	Alpha-Beta
3.30.390.30		0.000764818355640535	0.000554894966309949	2	14	YES	Alpha-Beta
3.30.40.10	Zinc/RING finger domain, C3HC4 (zinc finger)	0.0107074569789675	0.0182322631787554	28	460	NO	Alpha-Beta
3.30.420.10		0.00191204588910134	0.00194213238208482	5	49	NO	Alpha-Beta
3.30.420.100		0.000764818355640535	0.000396353547364249	2	10	YES	Alpha-Beta
3.30.420.110	DNA repair protein MutS, domain II	0.000382409177820268	0.000277447483154974	1	7	YES	Alpha-Beta
3.30.420.40		0.00573613766730402	0.00634165675782798	15	160	NO	Alpha-Beta
3.30.420.60		0.000764818355640535	0.000198176773682124	2	5	YES	Alpha-Beta
3.30.420.80		0.000382409177820268	0.000237812128418549	1	6	YES	Alpha-Beta
3.30.429.10	Macrophage Migration Inhibitory Factor	0.000382409177820268	0.000237812128418549	1	6	YES	Alpha-Beta
3.30.450.20		0.000382409177820268	0.00122869599682917	1	31	NO	Alpha-Beta
3.30.450.30	Dynein light chain 2a, cytoplasmic	0.000382409177820268	0.000435988902100674	1	11	NO	Alpha-Beta
3.30.450.50		0.000764818355640535	0.000356718192627824	2	9	YES	Alpha-Beta
3.30.450.60		0.00191204588910134	0.0014268727705113	5	36	YES	Alpha-Beta
3.30.450.70		0.000764818355640535	0.000435988902100674	2	11	YES	Alpha-Beta
3.30.460.10	Beta Polymerase, domain 2	0.000382409177820268	0.000713436385255648	1	18	NO	Alpha-Beta
3.30.470.20	ATP-grasp fold, B domain	0.0011472275334608	0.00202140309155767	3	51	NO	Alpha-Beta
3.30.497.10	Antithrombin, subunit I, domain 2	0.000764818355640535	0.00206103844629409	2	52	NO	Alpha-Beta
3.30.499.10	Aconitase, domain 3	0.00191204588910134	0.000594530321046373	5	15	YES	Alpha-Beta
3.30.500.10	Murine Class I Major Histocompatibility Complex, H2-DB, subunit A, domain 1	0.000764818355640535	0.00162504954419342	2	41	NO	Alpha-Beta
3.30.50.10	Erythroid Transcription Factor GATA-1, subunit A	0.000382409177820268	0.00154577883472057	1	39	NO	Alpha-Beta
3.30.505.10	SHC Adaptor Protein	0.00267686424474187	0.00356718192627824	7	90	NO	Alpha-Beta
3.30.530.20		0.00229445506692161	0.00146650812524772	6	37	YES	Alpha-Beta
3.30.559.10	Chloramphenicol Acetyltransferase	0.000382409177820268	0.000396353547364249	1	10	NO	Alpha-Beta
3.30.565.10		0.00191204588910134	0.00198176773682124	5	50	NO	Alpha-Beta
3.30.590.10	Glutamine synthetase/guanido kinase	0.000382409177820268	0.000396353547364249	1	10	NO	Alpha-Beta
3.30.60.20		0.00229445506692161	0.00408244153785176	6	103	NO	Alpha-Beta
3.30.60.30		0.00229445506692161	0.00103051922314705	6	26	YES	Alpha-Beta
3.30.65.10	Bacterial Topoisomerase I, domain 1	0.000382409177820268	0.000118906064209275	1	3	YES	Alpha-Beta
3.30.70.100		0.000764818355640535	0.00138723741577487	2	35	NO	Alpha-Beta
3.30.70.1010	eEF1-gamma domain	0.000382409177820268	0.000277447483154974	1	7	YES	Alpha-Beta
3.30.70.1130	EIF_2_alpha	0.000382409177820268	7.92707094728498e-05	1	2	YES	Alpha-Beta
3.30.70.1390	ROC domain from the Parkinson's disease-associated leucine-rich repeat kinase 2	0.00497131931166348	0.00475624256837099	13	120	YES	Alpha-Beta
3.30.70.141		0.0011472275334608	0.000475624256837099	3	12	YES	Alpha-Beta
3.30.70.1470	Caspase-like 	0.000382409177820268	0.000198176773682124	1	5	YES	Alpha-Beta
3.30.70.240		0.000764818355640535	0.000475624256837099	2	12	YES	Alpha-Beta
3.30.70.330		0.0229445506692161	0.0188267934998018	60	475	YES	Alpha-Beta
3.30.70.360		0.000382409177820268	0.000237812128418549	1	6	YES	Alpha-Beta
3.30.70.60		0.000764818355640535	0.000317082837891399	2	8	YES	Alpha-Beta
3.30.70.870	Elongation Factor G (Translational Gtpase), domain 3	0.00152963671128107	0.000435988902100674	4	11	YES	Alpha-Beta
3.30.70.960	SEA domain	0.000382409177820268	0.0001585414189457	1	4	YES	Alpha-Beta
3.30.710.10	Potassium Channel Kv1.1; Chain A	0.00152963671128107	0.00435988902100674	4	110	NO	Alpha-Beta
3.30.720.10	Signal recognition particle alu RNA binding heterodimer, srp9/1	0.000382409177820268	0.000198176773682124	1	5	YES	Alpha-Beta
3.30.740.10	Protein Inhibitor Of Neuronal Nitric Oxide Synthase;	0.000382409177820268	0.000198176773682124	1	5	YES	Alpha-Beta
3.30.780.10	eIF1-like	0.000382409177820268	0.000237812128418549	1	6	YES	Alpha-Beta
3.30.810.10	2-Layer Sandwich	0.000382409177820268	0.000634165675782798	1	16	NO	Alpha-Beta
3.30.830.10	Cytochrome Bc1 Complex; Chain A, domain 1	0.000382409177820268	0.00202140309155767	1	51	NO	Alpha-Beta
3.30.860.10	30s Ribosomal Protein S19; Chain A	0.000764818355640535	0.000396353547364249	2	10	YES	Alpha-Beta
3.30.870.10	Endonuclease Chain A	0.000764818355640535	0.000832342449464923	2	21	NO	Alpha-Beta
3.30.900.10	Cell Cycle, Spindle Assembly Checkpoint Protein; Chain A	0.000382409177820268	0.0001585414189457	1	4	YES	Alpha-Beta
3.30.9.10	D-Amino Acid Oxidase, subunit A, domain 2	0.000764818355640535	0.000396353547364249	2	10	YES	Alpha-Beta
3.30.930.10	Bira Bifunctional Protein; Domain 2	0.00229445506692161	0.00348791121680539	6	88	NO	Alpha-Beta
3.30.980.10	Threonyl-trna Synthetase; Chain A, domain 2	0.000764818355640535	0.000634165675782798	2	16	YES	Alpha-Beta
3.40.1060.10	Aconitase, Domain 2	0.0011472275334608	0.000277447483154974	3	7	YES	Alpha-Beta
3.40.1110.10	Calcium-transporting ATPase, cytoplasmic domain N	0.000764818355640535	0.00150614347998415	2	38	NO	Alpha-Beta
3.40.1130.10	Glycerol-3-phosphate (1)-acyltransferase	0.000382409177820268	0.000713436385255648	1	18	NO	Alpha-Beta
3.40.1170.10	DNA repair protein MutS, domain I	0.000382409177820268	0.000118906064209275	1	3	YES	Alpha-Beta
3.40.1180.10		0.000382409177820268	0.0001585414189457	1	4	YES	Alpha-Beta
3.40.1190.20		0.000764818355640535	0.000713436385255648	2	18	YES	Alpha-Beta
3.40.1230.10		0.000382409177820268	0.000118906064209275	1	3	YES	Alpha-Beta
3.40.1280.10		0.000764818355640535	0.000237812128418549	2	6	YES	Alpha-Beta
3.40.1340.10		0.000382409177820268	3.96353547364249e-05	1	1	YES	Alpha-Beta
3.40.1370.10		0.000764818355640535	0.000435988902100674	2	11	YES	Alpha-Beta
3.40.1380.20		0.000382409177820268	0.0001585414189457	1	4	YES	Alpha-Beta
3.40.140.10	Cytidine Deaminase, domain 2	0.00152963671128107	0.00170432025366627	4	43	NO	Alpha-Beta
3.40.1580.10	SMI1/KNR4-like	0.000382409177820268	0.0001585414189457	1	4	YES	Alpha-Beta
3.40.1810.10	SRF-like	0.000764818355640535	0.000277447483154974	2	7	YES	Alpha-Beta
3.40.1850.10	HECT-like ubiquitin ligase	0.000764818355640535	0.000198176773682124	2	5	YES	Alpha-Beta
3.40.190.10	Periplasmic binding protein-like II	0.000764818355640535	0.000396353547364249	2	10	YES	Alpha-Beta
3.40.20.10	Severin	0.00229445506692161	0.00305192231470472	6	77	NO	Alpha-Beta
3.40.220.10	Leucine Aminopeptidase, subunit E, domain 1	0.000382409177820268	0.00107015457788347	1	27	NO	Alpha-Beta
3.40.225.10	L-fuculose-1-phosphate Aldolase	0.000382409177820268	0.000356718192627824	1	9	YES	Alpha-Beta
3.40.250.10	Oxidized Rhodanese, domain 1	0.0011472275334608	0.00130796670630202	3	33	NO	Alpha-Beta
3.40.30.10	Glutaredoxin	0.00917782026768642	0.00927467300832342	24	234	NO	Alpha-Beta
3.40.33.10	Pathogenesis-related Protein p14a	0.000764818355640535	0.000317082837891399	2	8	YES	Alpha-Beta
3.40.350.10	Creatinase/prolidase N-terminal domain	0.000382409177820268	0.000554894966309949	1	14	NO	Alpha-Beta
3.40.367.20		0.0011472275334608	0.000990883868410622	3	25	YES	Alpha-Beta
3.40.390.10	Collagenase (Catalytic Domain)	0.00344168260038241	0.00265556876734047	9	67	YES	Alpha-Beta
3.40.470.10	Uracil-DNA Glycosylase, subunit E	0.000382409177820268	0.000198176773682124	1	5	YES	Alpha-Beta
3.40.47.10		0.00191204588910134	0.00182322631787554	5	46	YES	Alpha-Beta
3.40.50.1000		0.00344168260038241	0.00352754657154182	9	89	NO	Alpha-Beta
3.40.50.1010	5'-nuclease	0.000764818355640535	0.000871977804201348	2	22	NO	Alpha-Beta
3.40.50.10190		0.000764818355640535	0.00198176773682124	2	50	NO	Alpha-Beta
3.40.50.10330	Probable inorganic polyphosphate/atp-NAD kinase; domain 1	0.000764818355640535	0.000713436385255648	2	18	YES	Alpha-Beta
3.40.50.10380	Aminoacid dehydrogenase-like, N-terminal domain. Chain A	0.000382409177820268	0.000118906064209275	1	3	YES	Alpha-Beta
3.40.50.10470	Translation initiation factor eif-2b; domain 2	0.000382409177820268	0.000277447483154974	1	7	YES	Alpha-Beta
3.40.50.10490	Glucose-6-phosphate isomerase like protein; domain 1	0.00152963671128107	0.00114942528735632	4	29	YES	Alpha-Beta
3.40.50.10580	v-type atp synthase like domains	0.000382409177820268	0.000118906064209275	1	3	YES	Alpha-Beta
3.40.50.10810	Tandem AAA-ATPase domain	0.000382409177820268	0.00182322631787554	1	46	NO	Alpha-Beta
3.40.50.1220	TPP-binding domain	0.0011472275334608	0.00103051922314705	3	26	YES	Alpha-Beta
3.40.50.1240	Phosphoglycerate mutase-like	0.00191204588910134	0.0012683313515656	5	32	YES	Alpha-Beta
3.40.50.1260		0.0011472275334608	0.000634165675782798	3	16	YES	Alpha-Beta
3.40.50.1360		0.000382409177820268	0.000356718192627824	1	9	YES	Alpha-Beta
3.40.50.1440		0.00229445506692161	0.00190249702734839	6	48	YES	Alpha-Beta
3.40.50.1460		0.000764818355640535	0.00103051922314705	2	26	NO	Alpha-Beta
3.40.50.1480		0.0011472275334608	0.000753071739992073	3	19	YES	Alpha-Beta
3.40.50.150	Vaccinia Virus protein VP39	0.00382409177820268	0.00689655172413793	10	174	NO	Alpha-Beta
3.40.50.170	Formyltransferase	0.000382409177820268	0.000317082837891399	1	8	YES	Alpha-Beta
3.40.50.1820		0.0011472275334608	0.00531113753468094	3	134	NO	Alpha-Beta
3.40.50.20		0.000382409177820268	0.000713436385255648	1	18	NO	Alpha-Beta
3.40.50.200		0.000764818355640535	0.000594530321046373	2	15	YES	Alpha-Beta
3.40.50.2000	Glycogen Phosphorylase B;	0.00152963671128107	0.00249702734839477	4	63	NO	Alpha-Beta
3.40.50.2020		0.00229445506692161	0.00114942528735632	6	29	YES	Alpha-Beta
3.40.50.261	Succinyl-CoA synthetase domains	0.000764818355640535	0.000554894966309949	2	14	YES	Alpha-Beta
3.40.50.300	P-loop containing nucleotide triphosphate hydrolases	0.0344168260038241	0.0526753864447087	90	1329	NO	Alpha-Beta
3.40.50.360		0.0011472275334608	0.000911613158937772	3	23	YES	Alpha-Beta
3.40.50.410		0.00229445506692161	0.00336900515259612	6	85	NO	Alpha-Beta
3.40.50.450		0.00229445506692161	0.000911613158937772	6	23	YES	Alpha-Beta
3.40.50.460		0.0011472275334608	0.000713436385255648	3	18	YES	Alpha-Beta
3.40.50.620	HUPs	0.00420650095602294	0.00527150217994451	11	133	NO	Alpha-Beta
3.40.50.670		0.000382409177820268	0.0001585414189457	1	4	YES	Alpha-Beta
3.40.50.720	NAD(P)-binding Rossmann-like Domain	0.00879541108986616	0.0140705509314308	23	355	NO	Alpha-Beta
3.40.50.790		0.000382409177820268	0.000277447483154974	1	7	YES	Alpha-Beta
3.40.50.80	Nucleotide-binding domain of ferredoxin-NADP reductase (FNR) module	0.000382409177820268	0.000475624256837099	1	12	NO	Alpha-Beta
3.40.50.800	Class II aaRS ABD-related	0.0011472275334608	0.000594530321046373	3	15	YES	Alpha-Beta
3.40.50.920		0.000382409177820268	0.000277447483154974	1	7	YES	Alpha-Beta
3.40.50.970		0.00229445506692161	0.00186286167261197	6	47	YES	Alpha-Beta
3.40.50.980		0.00152963671128107	0.00190249702734839	4	48	NO	Alpha-Beta
3.40.525.10	Phosphatidylinositol Transfer Protein Sec14p	0.000764818355640535	0.000871977804201348	2	22	NO	Alpha-Beta
3.40.532.10	Ubiquitin C-terminal Hydrolase Uch-l3	0.000764818355640535	0.000356718192627824	2	9	YES	Alpha-Beta
3.40.605.10	Aldehyde Dehydrogenase; Chain A, domain 1	0.000382409177820268	0.00134760206103845	1	34	NO	Alpha-Beta
3.40.630.10	Zn peptidases	0.0011472275334608	0.00241775663892192	3	61	NO	Alpha-Beta
3.40.640.10	Type I PLP-dependent aspartate aminotransferase-like (Major domain)	0.000764818355640535	0.00202140309155767	2	51	NO	Alpha-Beta
3.40.718.10	Isopropylmalate Dehydrogenase	0.00152963671128107	0.00130796670630202	4	33	YES	Alpha-Beta
3.40.720.10	Alkaline Phosphatase, subunit A	0.00267686424474187	0.00202140309155767	7	51	YES	Alpha-Beta
3.40.800.20		0.000382409177820268	0.00138723741577487	1	35	NO	Alpha-Beta
3.40.850.10	Kinesin	0.00497131931166348	0.00360681728101467	13	91	YES	Alpha-Beta
3.40.930.10	Mannitol-specific EII; Chain A	0.000382409177820268	0.000475624256837099	1	12	NO	Alpha-Beta
3.50.50.60		0.00229445506692161	0.00364645263575109	6	92	NO	Alpha-Beta
3.50.7.10	GroEL	0.000764818355640535	0.00154577883472057	2	39	NO	Alpha-Beta
3.60.110.10		0.000764818355640535	0.000515259611573524	2	13	YES	Alpha-Beta
3.60.15.10	Metallo-beta-lactamase, chain A	0.00152963671128107	0.00107015457788347	4	27	YES	Alpha-Beta
3.60.20.10	Glutamine Phosphoribosylpyrophosphate, subunit 1, domain 1	0.00267686424474187	0.00332936979785969	7	84	NO	Alpha-Beta
3.60.20.30	(Glycosyl)asparaginase	0.0011472275334608	0.0001585414189457	3	4	YES	Alpha-Beta
3.60.21.10		0.00191204588910134	0.00253666270313119	5	64	NO	Alpha-Beta
3.60.40.10	Phosphatase 2c; Domain 1	0.000764818355640535	0.00166468489892985	2	42	NO	Alpha-Beta
3.60.60.10	Penicillin V Acylase; Chain A	0.00152963671128107	0.000277447483154974	4	7	YES	Alpha-Beta
3.70.10.10		0.000764818355640535	0.000475624256837099	2	12	YES	Alpha-Beta
3.75.10.10	L-arginine/glycine Amidinotransferase; Chain A	0.000382409177820268	0.000475624256837099	1	12	NO	Alpha-Beta
3.80.10.10	Ribonuclease Inhibitor	0.00382409177820268	0.00741181133571145	10	187	NO	Alpha-Beta
3.80.20.20	24 nucleotide stem-loop, u2 snrnp hairpin iv. U2 a'. Chain A, domain 1	0.000764818355640535	0.000911613158937772	2	23	NO	Alpha-Beta
3.90.1010.10		0.000382409177820268	0.0001585414189457	1	4	YES	Alpha-Beta
3.90.110.10	L-2-Hydroxyisocaproate Dehydrogenase, subunit A, domain 2	0.0011472275334608	0.000871977804201348	3	22	YES	Alpha-Beta
3.90.1150.10	Aspartate Aminotransferase, domain 1	0.0011472275334608	0.00233848592944907	3	59	NO	Alpha-Beta
3.90.1170.10		0.000764818355640535	0.000356718192627824	2	9	YES	Alpha-Beta
3.90.1170.30		0.000382409177820268	0.000435988902100674	1	11	NO	Alpha-Beta
3.90.1200.10		0.000382409177820268	0.000594530321046373	1	15	NO	Alpha-Beta
3.90.1290.10	Plakin repeat	0.000382409177820268	0.000990883868410622	1	25	NO	Alpha-Beta
3.90.1300.10	Amidase signature (AS) enzymes	0.000382409177820268	0.0001585414189457	1	4	YES	Alpha-Beta
3.90.1410.10	set domain protein methyltransferase, domain 1	0.000764818355640535	0.000951248513674197	2	24	NO	Alpha-Beta
